COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;32101;Gimont;CHAR;5
CODGEO;Code géographique;Code géographique;32102;Lectoure;CHAR;5
CODGEO;Code géographique;Code géographique;32103;Eauze;CHAR;5
CODGEO;Code géographique;Code géographique;32104;Vic-Fezensac;CHAR;5
CODGEO;Code géographique;Code géographique;32105;Mirande;CHAR;5
CODGEO;Code géographique;Code géographique;32201;Fleurance;CHAR;5
CODGEO;Code géographique;Code géographique;32202;L'Isle-Jourdain;CHAR;5
CODGEO;Code géographique;Code géographique;32203;Condom;CHAR;5
CODGEO;Code géographique;Code géographique;32401;Auch;CHAR;5
CODGEO;Code géographique;Code géographique;33101;Preignac;CHAR;5
CODGEO;Code géographique;Code géographique;33102;Baron;CHAR;5
CODGEO;Code géographique;Code géographique;33103;Hourtin;CHAR;5
CODGEO;Code géographique;Code géographique;33104;Soulac-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;33105;Ambès;CHAR;5
CODGEO;Code géographique;Code géographique;33106;Arsac;CHAR;5
CODGEO;Code géographique;Code géographique;33107;Saint-Ciers-sur-Gironde;CHAR;5
CODGEO;Code géographique;Code géographique;33108;Macau;CHAR;5
CODGEO;Code géographique;Code géographique;33109;La Brède;CHAR;5
CODGEO;Code géographique;Code géographique;33110;Saint-Laurent-Médoc;CHAR;5
CODGEO;Code géographique;Code géographique;33111;Castelnau-de-Médoc;CHAR;5
CODGEO;Code géographique;Code géographique;33112;Marcheprime;CHAR;5
CODGEO;Code géographique;Code géographique;33113;Ludon-Médoc;CHAR;5
CODGEO;Code géographique;Code géographique;33114;Créon;CHAR;5
CODGEO;Code géographique;Code géographique;33115;Belin-Béliet;CHAR;5
CODGEO;Code géographique;Code géographique;33116;Soussans;CHAR;5
CODGEO;Code géographique;Code géographique;33117;Saint-Macaire;CHAR;5
CODGEO;Code géographique;Code géographique;33118;Le Barp;CHAR;5
CODGEO;Code géographique;Code géographique;33119;Saint-Savin - Saint-Yzan-de-Soudiac;CHAR;5
CODGEO;Code géographique;Code géographique;33120;Podensac;CHAR;5
CODGEO;Code géographique;Code géographique;33121;Cadillac;CHAR;5
CODGEO;Code géographique;Code géographique;33122;Bazas;CHAR;5
CODGEO;Code géographique;Code géographique;33123;La Lande-de-Fronsac;CHAR;5
CODGEO;Code géographique;Code géographique;33124;Bourg;CHAR;5
CODGEO;Code géographique;Code géographique;33201;Pauillac;CHAR;5
CODGEO;Code géographique;Code géographique;33202;Saint-Seurin-sur-l'Isle;CHAR;5
CODGEO;Code géographique;Code géographique;33203;Arès;CHAR;5
CODGEO;Code géographique;Code géographique;33204;Salles;CHAR;5
CODGEO;Code géographique;Code géographique;33205;Mios;CHAR;5
CODGEO;Code géographique;Code géographique;33206;La Réole;CHAR;5
CODGEO;Code géographique;Code géographique;33207;Portets;CHAR;5
CODGEO;Code géographique;Code géographique;33208;Lesparre-Médoc;CHAR;5
CODGEO;Code géographique;Code géographique;33209;Lège-Cap-Ferret;CHAR;5
CODGEO;Code géographique;Code géographique;33210;Cézac;CHAR;5
CODGEO;Code géographique;Code géographique;33301;Blaye;CHAR;5
CODGEO;Code géographique;Code géographique;33302;Coutras;CHAR;5
CODGEO;Code géographique;Code géographique;33303;Langon;CHAR;5
CODGEO;Code géographique;Code géographique;33304;Biganos;CHAR;5
CODGEO;Code géographique;Code géographique;33305;Andernos-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;33306;Saint-André-de-Cubzac;CHAR;5
CODGEO;Code géographique;Code géographique;33401;Libourne;CHAR;5
CODGEO;Code géographique;Code géographique;33501;La Teste-de-Buch - Arcachon;CHAR;5
CODGEO;Code géographique;Code géographique;33701;Bordeaux;CHAR;5
CODGEO;Code géographique;Code géographique;34101;Pomérols;CHAR;5
CODGEO;Code géographique;Code géographique;34102;Saint-Drézéry;CHAR;5
CODGEO;Code géographique;Code géographique;34103;Saint-Martin-de-Londres;CHAR;5
CODGEO;Code géographique;Code géographique;34104;Cers;CHAR;5
CODGEO;Code géographique;Code géographique;34106;Colombiers;CHAR;5
CODGEO;Code géographique;Code géographique;34107;Montarnaud;CHAR;5
CODGEO;Code géographique;Code géographique;34108;Mudaison;CHAR;5
CODGEO;Code géographique;Code géographique;34109;Montblanc;CHAR;5
CODGEO;Code géographique;Code géographique;34110;Caux;CHAR;5
CODGEO;Code géographique;Code géographique;34111;Magalas;CHAR;5
CODGEO;Code géographique;Code géographique;34112;Lansargues;CHAR;5
CODGEO;Code géographique;Code géographique;34113;Aniane;CHAR;5
CODGEO;Code géographique;Code géographique;34114;Murviel-lès-Béziers;CHAR;5
CODGEO;Code géographique;Code géographique;34115;Puisserguier;CHAR;5
CODGEO;Code géographique;Code géographique;34116;Villeveyrac;CHAR;5
CODGEO;Code géographique;Code géographique;34117;Capestang;CHAR;5
CODGEO;Code géographique;Code géographique;34118;Saint-Aunès;CHAR;5
CODGEO;Code géographique;Code géographique;34119;Lespignan;CHAR;5
CODGEO;Code géographique;Code géographique;34120;Beaulieu;CHAR;5
CODGEO;Code géographique;Code géographique;34121;Portiragnes;CHAR;5
CODGEO;Code géographique;Code géographique;34122;Paulhan;CHAR;5
CODGEO;Code géographique;Code géographique;34123;Nissan-lez-Enserune;CHAR;5
CODGEO;Code géographique;Code géographique;34124;Montagnac;CHAR;5
CODGEO;Code géographique;Code géographique;34125;Montady;CHAR;5
CODGEO;Code géographique;Code géographique;34126;Canet;CHAR;5
CODGEO;Code géographique;Code géographique;34127;Sussargues;CHAR;5
CODGEO;Code géographique;Code géographique;34128;Servian;CHAR;5
CODGEO;Code géographique;Code géographique;34129;Cazouls-lès-Béziers;CHAR;5
CODGEO;Code géographique;Code géographique;34130;Florensac;CHAR;5
CODGEO;Code géographique;Code géographique;34131;Saint-Mathieu-de-Tréviers;CHAR;5
CODGEO;Code géographique;Code géographique;34132;Saint-André-de-Sangonis;CHAR;5
CODGEO;Code géographique;Code géographique;34201;Gignac;CHAR;5
CODGEO;Code géographique;Code géographique;34202;Saint-Georges-d'Orques;CHAR;5
CODGEO;Code géographique;Code géographique;34203;Vias;CHAR;5
CODGEO;Code géographique;Code géographique;34204;Castries;CHAR;5
CODGEO;Code géographique;Code géographique;34205;Mireval;CHAR;5
CODGEO;Code géographique;Code géographique;34206;Palavas-les-Flots;CHAR;5
CODGEO;Code géographique;Code géographique;34207;Pignan;CHAR;5
CODGEO;Code géographique;Code géographique;34208;Bessan;CHAR;5
CODGEO;Code géographique;Code géographique;34209;Ganges;CHAR;5
CODGEO;Code géographique;Code géographique;34210;Marseillan;CHAR;5
CODGEO;Code géographique;Code géographique;34211;Cournonterral;CHAR;5
CODGEO;Code géographique;Code géographique;34212;Baillargues;CHAR;5
CODGEO;Code géographique;Code géographique;34213;Clermont-l'Hérault;CHAR;5
CODGEO;Code géographique;Code géographique;34214;Lodève;CHAR;5
CODGEO;Code géographique;Code géographique;34215;Pézenas;CHAR;5
CODGEO;Code géographique;Code géographique;34301;Mèze;CHAR;5
CODGEO;Code géographique;Code géographique;34302;Bédarieux;CHAR;5
CODGEO;Code géographique;Code géographique;34303;Sérignan;CHAR;5
CODGEO;Code géographique;Code géographique;34304;Mauguio;CHAR;5
CODGEO;Code géographique;Code géographique;34401;Agde;CHAR;5
CODGEO;Code géographique;Code géographique;34501;Béziers;CHAR;5
CODGEO;Code géographique;Code géographique;34502;Sète;CHAR;5
CODGEO;Code géographique;Code géographique;34701;Montpellier;CHAR;5
CODGEO;Code géographique;Code géographique;35101;La Fresnais;CHAR;5
CODGEO;Code géographique;Code géographique;35102;Hirel;CHAR;5
CODGEO;Code géographique;Code géographique;35103;Crevin;CHAR;5
CODGEO;Code géographique;Code géographique;35104;Saint-Erblon;CHAR;5
CODGEO;Code géographique;Code géographique;35105;Saint-Jouan-des-Guérets;CHAR;5
CODGEO;Code géographique;Code géographique;35106;Saint-Brice-en-Coglès;CHAR;5
CODGEO;Code géographique;Code géographique;35107;Corps-Nuds;CHAR;5
CODGEO;Code géographique;Code géographique;35108;Saint-Aubin-d'Aubigné;CHAR;5
CODGEO;Code géographique;Code géographique;35109;Bourgbarré;CHAR;5
CODGEO;Code géographique;Code géographique;35110;Tinténiac;CHAR;5
CODGEO;Code géographique;Code géographique;35111;Romagné;CHAR;5
CODGEO;Code géographique;Code géographique;35112;Romillé;CHAR;5
CODGEO;Code géographique;Code géographique;35113;Breteil;CHAR;5
CODGEO;Code géographique;Code géographique;35114;Servon-sur-Vilaine;CHAR;5
CODGEO;Code géographique;Code géographique;35115;Saint-Méloir-des-Ondes;CHAR;5
CODGEO;Code géographique;Code géographique;35116;Plélan-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;35117;Saint-Gilles;CHAR;5
CODGEO;Code géographique;Code géographique;35118;La Chapelle-des-Fougeretz;CHAR;5
CODGEO;Code géographique;Code géographique;35119;Gévezé;CHAR;5
CODGEO;Code géographique;Code géographique;35120;Orgères;CHAR;5
CODGEO;Code géographique;Code géographique;35121;Saint-Aubin-du-Cormier;CHAR;5
CODGEO;Code géographique;Code géographique;35122;Chavagne;CHAR;5
CODGEO;Code géographique;Code géographique;35123;Goven;CHAR;5
CODGEO;Code géographique;Code géographique;35124;Louvigné-du-Désert;CHAR;5
CODGEO;Code géographique;Code géographique;35125;La Bouëxière;CHAR;5
CODGEO;Code géographique;Code géographique;35126;Argentré-du-Plessis;CHAR;5
CODGEO;Code géographique;Code géographique;35127;La Mézière;CHAR;5
CODGEO;Code géographique;Code géographique;35128;Laillé;CHAR;5
CODGEO;Code géographique;Code géographique;35130;Bréal-sous-Montfort;CHAR;5
CODGEO;Code géographique;Code géographique;35131;Dol-de-Bretagne;CHAR;5
CODGEO;Code géographique;Code géographique;35132;Noyal-sur-Vilaine;CHAR;5
CODGEO;Code géographique;Code géographique;35201;Retiers;CHAR;5
CODGEO;Code géographique;Code géographique;35202;Saint-Méen-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;35203;Cancale;CHAR;5
CODGEO;Code géographique;Code géographique;35204;La Guerche-de-Bretagne;CHAR;5
CODGEO;Code géographique;Code géographique;35205;Combourg;CHAR;5
CODGEO;Code géographique;Code géographique;35206;Acigné;CHAR;5
CODGEO;Code géographique;Code géographique;35207;Guipry;CHAR;5
CODGEO;Code géographique;Code géographique;35208;Montfort-sur-Meu;CHAR;5
CODGEO;Code géographique;Code géographique;35209;Bédée;CHAR;5
CODGEO;Code géographique;Code géographique;35210;Liffré;CHAR;5
CODGEO;Code géographique;Code géographique;35211;Mordelles;CHAR;5
CODGEO;Code géographique;Code géographique;35212;Bain-de-Bretagne;CHAR;5
CODGEO;Code géographique;Code géographique;35213;Guichen;CHAR;5
CODGEO;Code géographique;Code géographique;35214;Châteaubourg;CHAR;5
CODGEO;Code géographique;Code géographique;35215;Janzé;CHAR;5
CODGEO;Code géographique;Code géographique;35216;Vern-sur-Seiche;CHAR;5
CODGEO;Code géographique;Code géographique;35217;Montauban-de-Bretagne;CHAR;5
CODGEO;Code géographique;Code géographique;35301;Betton;CHAR;5
CODGEO;Code géographique;Code géographique;35302;Vitré;CHAR;5
CODGEO;Code géographique;Code géographique;35303;Le Rheu;CHAR;5
CODGEO;Code géographique;Code géographique;35306;Châteaugiron;CHAR;5
CODGEO;Code géographique;Code géographique;35401;Fougères;CHAR;5
CODGEO;Code géographique;Code géographique;35402;Saint-Malo;CHAR;5
CODGEO;Code géographique;Code géographique;35701;Rennes;CHAR;5
CODGEO;Code géographique;Code géographique;36101;Vatan;CHAR;5
CODGEO;Code géographique;Code géographique;36102;Valençay;CHAR;5
CODGEO;Code géographique;Code géographique;36103;Villedieu-sur-Indre;CHAR;5
CODGEO;Code géographique;Code géographique;36104;Chabris;CHAR;5
CODGEO;Code géographique;Code géographique;36105;Saint-Gaultier;CHAR;5
CODGEO;Code géographique;Code géographique;36106;Levroux;CHAR;5
CODGEO;Code géographique;Code géographique;36107;Châtillon-sur-Indre;CHAR;5
CODGEO;Code géographique;Code géographique;36108;Ardentes;CHAR;5
CODGEO;Code géographique;Code géographique;36109;Buzançais;CHAR;5
CODGEO;Code géographique;Code géographique;36201;Le Blanc;CHAR;5
CODGEO;Code géographique;Code géographique;36202;La Châtre;CHAR;5
CODGEO;Code géographique;Code géographique;36203;Argenton-sur-Creuse;CHAR;5
CODGEO;Code géographique;Code géographique;36301;Issoudun;CHAR;5
CODGEO;Code géographique;Code géographique;36501;Châteauroux;CHAR;5
CODGEO;Code géographique;Code géographique;37101;Richelieu;CHAR;5
CODGEO;Code géographique;Code géographique;37102;Saint-Paterne-Racan;CHAR;5
CODGEO;Code géographique;Code géographique;37103;Savonnières;CHAR;5
CODGEO;Code géographique;Code géographique;37104;Artannes-sur-Indre;CHAR;5
CODGEO;Code géographique;Code géographique;37105;Chanceaux-sur-Choisille;CHAR;5
CODGEO;Code géographique;Code géographique;37106;Monnaie;CHAR;5
CODGEO;Code géographique;Code géographique;37107;Véretz;CHAR;5
CODGEO;Code géographique;Code géographique;37108;Langeais;CHAR;5
CODGEO;Code géographique;Code géographique;37109;Sainte-Maure-de-Touraine;CHAR;5
CODGEO;Code géographique;Code géographique;37110;Cinq-Mars-la-Pile;CHAR;5
CODGEO;Code géographique;Code géographique;37111;Beaumont-en-Véron;CHAR;5
CODGEO;Code géographique;Code géographique;37112;Azay-le-Rideau;CHAR;5
CODGEO;Code géographique;Code géographique;37201;Bourgueil;CHAR;5
CODGEO;Code géographique;Code géographique;37202;Monts;CHAR;5
CODGEO;Code géographique;Code géographique;37203;Château-Renault;CHAR;5
CODGEO;Code géographique;Code géographique;37204;Esvres;CHAR;5
CODGEO;Code géographique;Code géographique;37205;Chinon;CHAR;5
CODGEO;Code géographique;Code géographique;37301;Loches;CHAR;5
CODGEO;Code géographique;Code géographique;37701;Tours;CHAR;5
CODGEO;Code géographique;Code géographique;38101;Saint-Paul-de-Varces;CHAR;5
CODGEO;Code géographique;Code géographique;38102;Saint-Georges-de-Commiers;CHAR;5
CODGEO;Code géographique;Code géographique;38103;Izeaux;CHAR;5
CODGEO;Code géographique;Code géographique;38104;Goncelin;CHAR;5
CODGEO;Code géographique;Code géographique;38105;Auberives-sur-Varèze;CHAR;5
CODGEO;Code géographique;Code géographique;38106;Chapareillan;CHAR;5
CODGEO;Code géographique;Code géographique;38107;Diémoz;CHAR;5
CODGEO;Code géographique;Code géographique;38108;Theys;CHAR;5
CODGEO;Code géographique;Code géographique;38109;Le Cheylas;CHAR;5
CODGEO;Code géographique;Code géographique;38110;Saint-Siméon-de-Bressieux;CHAR;5
CODGEO;Code géographique;Code géographique;38111;Saint-Georges-d'Espéranche;CHAR;5
CODGEO;Code géographique;Code géographique;38112;Saint-Romain-de-Jalionas;CHAR;5
CODGEO;Code géographique;Code géographique;38113;Saint-Étienne-de-Saint-Geoirs;CHAR;5
CODGEO;Code géographique;Code géographique;38114;Saint-André-le-Gaz;CHAR;5
CODGEO;Code géographique;Code géographique;38115;Sonnay;CHAR;5
CODGEO;Code géographique;Code géographique;38116;Le Bourg-d'Oisans;CHAR;5
CODGEO;Code géographique;Code géographique;38117;Saint-Savin;CHAR;5
CODGEO;Code géographique;Code géographique;38118;Brié-et-Angonnes;CHAR;5
CODGEO;Code géographique;Code géographique;38119;Villard-de-Lans;CHAR;5
CODGEO;Code géographique;Code géographique;38120;La Terrasse;CHAR;5
CODGEO;Code géographique;Code géographique;38121;Villette-d'Anthon;CHAR;5
CODGEO;Code géographique;Code géographique;38122;Montalieu-Vercieu;CHAR;5
CODGEO;Code géographique;Code géographique;38123;Saint-Jean-de-Bournay;CHAR;5
CODGEO;Code géographique;Code géographique;38124;Saint-Laurent-du-Pont;CHAR;5
CODGEO;Code géographique;Code géographique;38125;Heyrieux;CHAR;5
CODGEO;Code géographique;Code géographique;38126;Saint-Just-Chaleyssin;CHAR;5
CODGEO;Code géographique;Code géographique;38127;Le Touvet;CHAR;5
CODGEO;Code géographique;Code géographique;38128;Les Avenières Veyrins-Thuellin;CHAR;5
CODGEO;Code géographique;Code géographique;38129;Morestel;CHAR;5
CODGEO;Code géographique;Code géographique;38201;Crémieu;CHAR;5
CODGEO;Code géographique;Code géographique;38202;Beaurepaire;CHAR;5
CODGEO;Code géographique;Code géographique;38203;La Côte-Saint-André;CHAR;5
CODGEO;Code géographique;Code géographique;38204;La Mure;CHAR;5
CODGEO;Code géographique;Code géographique;38205;Les Abrets en Dauphiné;CHAR;5
CODGEO;Code géographique;Code géographique;38206;Tullins;CHAR;5
CODGEO;Code géographique;Code géographique;38207;Apprieu - Le Grand-Lemps;CHAR;5
CODGEO;Code géographique;Code géographique;38208;Vif;CHAR;5
CODGEO;Code géographique;Code géographique;38301;Crolles;CHAR;5
CODGEO;Code géographique;Code géographique;38303;Vizille;CHAR;5
CODGEO;Code géographique;Code géographique;38304;La Tour-du-Pin;CHAR;5
CODGEO;Code géographique;Code géographique;38401;Saint-Marcellin;CHAR;5
CODGEO;Code géographique;Code géographique;38402;Charvieu-Chavagneux;CHAR;5
CODGEO;Code géographique;Code géographique;38403;Villefontaine;CHAR;5
CODGEO;Code géographique;Code géographique;38501;Bourgoin-Jallieu;CHAR;5
CODGEO;Code géographique;Code géographique;38701;Grenoble;CHAR;5
CODGEO;Code géographique;Code géographique;39101;Chaussin;CHAR;5
CODGEO;Code géographique;Code géographique;39102;Moirans-en-Montagne;CHAR;5
CODGEO;Code géographique;Code géographique;39103;Fraisans;CHAR;5
CODGEO;Code géographique;Code géographique;39104;Saint-Amour;CHAR;5
CODGEO;Code géographique;Code géographique;39105;Salins-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;39106;Saint-Lupicin;CHAR;5
CODGEO;Code géographique;Code géographique;39107;Poligny;CHAR;5
CODGEO;Code géographique;Code géographique;39108;Arbois;CHAR;5
CODGEO;Code géographique;Code géographique;39201;Tavaux;CHAR;5
CODGEO;Code géographique;Code géographique;39202;Hauts de Bienne;CHAR;5
CODGEO;Code géographique;Code géographique;39301;Champagnole;CHAR;5
CODGEO;Code géographique;Code géographique;39302;Saint-Claude;CHAR;5
CODGEO;Code géographique;Code géographique;39401;Lons-le-Saunier;CHAR;5
CODGEO;Code géographique;Code géographique;39402;Dole;CHAR;5
CODGEO;Code géographique;Code géographique;40101;Labouheyre;CHAR;5
CODGEO;Code géographique;Code géographique;40102;Roquefort;CHAR;5
CODGEO;Code géographique;Code géographique;40103;Grenade-sur-l'Adour;CHAR;5
CODGEO;Code géographique;Code géographique;40104;Tartas;CHAR;5
CODGEO;Code géographique;Code géographique;40105;Ondres;CHAR;5
CODGEO;Code géographique;Code géographique;40106;Labenne;CHAR;5
CODGEO;Code géographique;Code géographique;40108;Saint-Sever;CHAR;5
CODGEO;Code géographique;Code géographique;40109;Parentis-en-Born;CHAR;5
CODGEO;Code géographique;Code géographique;40201;Hagetmau;CHAR;5
CODGEO;Code géographique;Code géographique;40202;Pouillon;CHAR;5
CODGEO;Code géographique;Code géographique;40203;Mimizan;CHAR;5
CODGEO;Code géographique;Code géographique;40204;Peyrehorade;CHAR;5
CODGEO;Code géographique;Code géographique;40205;Soustons;CHAR;5
CODGEO;Code géographique;Code géographique;40206;Morcenx-la-Nouvelle;CHAR;5
CODGEO;Code géographique;Code géographique;40301;Capbreton;CHAR;5
CODGEO;Code géographique;Code géographique;40302;Biscarrosse;CHAR;5
CODGEO;Code géographique;Code géographique;40303;Saint-Vincent-de-Tyrosse;CHAR;5
CODGEO;Code géographique;Code géographique;40401;Mont-de-Marsan;CHAR;5
CODGEO;Code géographique;Code géographique;40402;Dax;CHAR;5
CODGEO;Code géographique;Code géographique;41101;Mondoubleau;CHAR;5
CODGEO;Code géographique;Code géographique;41102;Muides-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;41103;Chailles;CHAR;5
CODGEO;Code géographique;Code géographique;41104;Nouan-le-Fuzelier;CHAR;5
CODGEO;Code géographique;Code géographique;41105;Villefranche-sur-Cher;CHAR;5
CODGEO;Code géographique;Code géographique;41106;Mont-près-Chambord;CHAR;5
CODGEO;Code géographique;Code géographique;41107;Saint-Laurent-Nouan;CHAR;5
CODGEO;Code géographique;Code géographique;41108;Montoire-sur-le-Loir;CHAR;5
CODGEO;Code géographique;Code géographique;41110;Lamotte-Beuvron;CHAR;5
CODGEO;Code géographique;Code géographique;41111;Selles-sur-Cher;CHAR;5
CODGEO;Code géographique;Code géographique;41201;Salbris;CHAR;5
CODGEO;Code géographique;Code géographique;41202;Mer;CHAR;5
CODGEO;Code géographique;Code géographique;41203;Onzain;CHAR;5
CODGEO;Code géographique;Code géographique;41204;Montrichard Val de Cher;CHAR;5
CODGEO;Code géographique;Code géographique;41205;Saint-Aignan;CHAR;5
CODGEO;Code géographique;Code géographique;41206;Le Controis-en-Sologne;CHAR;5
CODGEO;Code géographique;Code géographique;41301;Romorantin-Lanthenay;CHAR;5
CODGEO;Code géographique;Code géographique;41401;Vendôme;CHAR;5
CODGEO;Code géographique;Code géographique;41501;Blois;CHAR;5
CODGEO;Code géographique;Code géographique;42101;Panissières;CHAR;5
CODGEO;Code géographique;Code géographique;42102;Bourg-Argental;CHAR;5
CODGEO;Code géographique;Code géographique;42103;Maclas;CHAR;5
CODGEO;Code géographique;Code géographique;42104;Lentigny;CHAR;5
CODGEO;Code géographique;Code géographique;42105;Balbigny;CHAR;5
CODGEO;Code géographique;Code géographique;42106;Saint-Héand;CHAR;5
CODGEO;Code géographique;Code géographique;42107;Saint-Marcellin-en-Forez;CHAR;5
CODGEO;Code géographique;Code géographique;42108;Pélussin;CHAR;5
CODGEO;Code géographique;Code géographique;42109;Saint-Romain-le-Puy;CHAR;5
CODGEO;Code géographique;Code géographique;42201;Boën;CHAR;5
CODGEO;Code géographique;Code géographique;42202;Montrond-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;42203;Feurs;CHAR;5
CODGEO;Code géographique;Code géographique;42204;Charlieu;CHAR;5
CODGEO;Code géographique;Code géographique;42401;Montbrison;CHAR;5
CODGEO;Code géographique;Code géographique;42501;Saint-Just-Saint-Rambert;CHAR;5
CODGEO;Code géographique;Code géographique;42502;Roanne;CHAR;5
CODGEO;Code géographique;Code géographique;43101;Dunières;CHAR;5
CODGEO;Code géographique;Code géographique;43102;Tence;CHAR;5
CODGEO;Code géographique;Code géographique;43103;Saint-Just-Malmont;CHAR;5
CODGEO;Code géographique;Code géographique;43104;Langeac;CHAR;5
CODGEO;Code géographique;Code géographique;43105;Saint-Didier-en-Velay;CHAR;5
CODGEO;Code géographique;Code géographique;43201;Yssingeaux;CHAR;5
CODGEO;Code géographique;Code géographique;43202;Brioude;CHAR;5
CODGEO;Code géographique;Code géographique;43203;Sainte-Sigolène;CHAR;5
CODGEO;Code géographique;Code géographique;43301;Monistrol-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;43401;Le Puy-en-Velay;CHAR;5
CODGEO;Code géographique;Code géographique;44102;Boussay;CHAR;5
CODGEO;Code géographique;Code géographique;44103;Le Pallet;CHAR;5
CODGEO;Code géographique;Code géographique;44104;Aigrefeuille-sur-Maine;CHAR;5
CODGEO;Code géographique;Code géographique;44105;Mauves-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;44106;Paimbœuf;CHAR;5
CODGEO;Code géographique;Code géographique;44107;Saint-Gildas-des-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;44108;La Chapelle-des-Marais;CHAR;5
CODGEO;Code géographique;Code géographique;44109;Petit-Mars;CHAR;5
CODGEO;Code géographique;Code géographique;44110;Nozay;CHAR;5
CODGEO;Code géographique;Code géographique;44111;Vieillevigne;CHAR;5
CODGEO;Code géographique;Code géographique;44112;Saint-Père-en-Retz;CHAR;5
CODGEO;Code géographique;Code géographique;44113;Ligné;CHAR;5
CODGEO;Code géographique;Code géographique;44114;Legé;CHAR;5
CODGEO;Code géographique;Code géographique;44115;Saint-Mars-du-Désert;CHAR;5
CODGEO;Code géographique;Code géographique;44116;La Haie-Fouassière;CHAR;5
CODGEO;Code géographique;Code géographique;44117;Le Pellerin;CHAR;5
CODGEO;Code géographique;Code géographique;44118;Grandchamps-des-Fontaines;CHAR;5
CODGEO;Code géographique;Code géographique;44119;Missillac;CHAR;5
CODGEO;Code géographique;Code géographique;44121;Héric;CHAR;5
CODGEO;Code géographique;Code géographique;44122;Guémené-Penfao;CHAR;5
CODGEO;Code géographique;Code géographique;44123;La Chevrolière;CHAR;5
CODGEO;Code géographique;Code géographique;44124;Sainte-Pazanne;CHAR;5
CODGEO;Code géographique;Code géographique;44201;Herbignac;CHAR;5
CODGEO;Code géographique;Code géographique;44202;Machecoul-Saint-Même;CHAR;5
CODGEO;Code géographique;Code géographique;44203;Sucé-sur-Erdre;CHAR;5
CODGEO;Code géographique;Code géographique;44204;Geneston;CHAR;5
CODGEO;Code géographique;Code géographique;44205;Saint-Étienne-de-Montluc;CHAR;5
CODGEO;Code géographique;Code géographique;44206;La Turballe;CHAR;5
CODGEO;Code géographique;Code géographique;44207;Saint-Joachim - Saint-Malo-de-Guersac;CHAR;5
CODGEO;Code géographique;Code géographique;44208;Vigneux-de-Bretagne;CHAR;5
CODGEO;Code géographique;Code géographique;44209;Nort-sur-Erdre;CHAR;5
CODGEO;Code géographique;Code géographique;44210;Treillières;CHAR;5
CODGEO;Code géographique;Code géographique;44211;Saint-Philbert-de-Grand-Lieu;CHAR;5
CODGEO;Code géographique;Code géographique;44212;Vallet;CHAR;5
CODGEO;Code géographique;Code géographique;44213;Blain;CHAR;5
CODGEO;Code géographique;Code géographique;44214;Pontchâteau;CHAR;5
CODGEO;Code géographique;Code géographique;44215;Savenay;CHAR;5
CODGEO;Code géographique;Code géographique;44216;Chaumes-en-Retz;CHAR;5
CODGEO;Code géographique;Code géographique;44217;Loireauxence;CHAR;5
CODGEO;Code géographique;Code géographique;44218;Divatte-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;44219;Vallons-de-l'Erdre;CHAR;5
CODGEO;Code géographique;Code géographique;44301;Ancenis-Saint-Géréon;CHAR;5
CODGEO;Code géographique;Code géographique;44302;Châteaubriant;CHAR;5
CODGEO;Code géographique;Code géographique;44303;Saint-Julien-de-Concelles;CHAR;5
CODGEO;Code géographique;Code géographique;44304;Pornic;CHAR;5
CODGEO;Code géographique;Code géographique;44401;Saint-Brevin-les-Pins;CHAR;5
CODGEO;Code géographique;Code géographique;44601;Saint-Nazaire;CHAR;5
CODGEO;Code géographique;Code géographique;44701;Nantes;CHAR;5
CODGEO;Code géographique;Code géographique;45101;Patay;CHAR;5
CODGEO;Code géographique;Code géographique;45102;Lailly-en-Val;CHAR;5
CODGEO;Code géographique;Code géographique;45103;Loury;CHAR;5
CODGEO;Code géographique;Code géographique;45104;Ouzouer-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;45105;Bellegarde - Quiers-sur-Bézonde;CHAR;5
CODGEO;Code géographique;Code géographique;45106;Lorris;CHAR;5
CODGEO;Code géographique;Code géographique;45107;Châtillon-Coligny;CHAR;5
CODGEO;Code géographique;Code géographique;45108;Traînou;CHAR;5
CODGEO;Code géographique;Code géographique;45109;Châtillon-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;45110;Cléry-Saint-André;CHAR;5
CODGEO;Code géographique;Code géographique;45111;Puiseaux;CHAR;5
CODGEO;Code géographique;Code géographique;45112;Poilly-lez-Gien;CHAR;5
CODGEO;Code géographique;Code géographique;45113;Sandillon;CHAR;5
CODGEO;Code géographique;Code géographique;45114;Courtenay;CHAR;5
CODGEO;Code géographique;Code géographique;45115;Neuville-aux-Bois;CHAR;5
