COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;76118;Duclair;CHAR;5
CODGEO;Code géographique;Code géographique;76119;Saint-Valery-en-Caux;CHAR;5
CODGEO;Code géographique;Code géographique;76120;Saint-Nicolas-d'Aliermont;CHAR;5
CODGEO;Code géographique;Code géographique;76201;Forges-les-Eaux;CHAR;5
CODGEO;Code géographique;Code géographique;76202;Saint-Romain-de-Colbosc;CHAR;5
CODGEO;Code géographique;Code géographique;76203;Neufchâtel-en-Bray;CHAR;5
CODGEO;Code géographique;Code géographique;76204;Le Trait;CHAR;5
CODGEO;Code géographique;Code géographique;76205;Gournay-en-Bray;CHAR;5
CODGEO;Code géographique;Code géographique;76206;Petit-Caux;CHAR;5
CODGEO;Code géographique;Code géographique;76301;Yvetot;CHAR;5
CODGEO;Code géographique;Code géographique;76302;Bolbec;CHAR;5
CODGEO;Code géographique;Code géographique;76401;Barentin;CHAR;5
CODGEO;Code géographique;Code géographique;76402;Lillebonne;CHAR;5
CODGEO;Code géographique;Code géographique;76403;Fécamp;CHAR;5
CODGEO;Code géographique;Code géographique;76404;Dieppe;CHAR;5
CODGEO;Code géographique;Code géographique;76701;Le Havre;CHAR;5
CODGEO;Code géographique;Code géographique;77101;Samois-sur-Seine;CHAR;5
CODGEO;Code géographique;Code géographique;77102;Montcourt-Fromonville;CHAR;5
CODGEO;Code géographique;Code géographique;77103;Saint-Jean-les-Deux-Jumeaux;CHAR;5
CODGEO;Code géographique;Code géographique;77104;Grisy-Suisnes;CHAR;5
CODGEO;Code géographique;Code géographique;77105;La Grande-Paroisse;CHAR;5
CODGEO;Code géographique;Code géographique;77106;Chauconin-Neufmontiers;CHAR;5
CODGEO;Code géographique;Code géographique;77107;Moussy-le-Neuf;CHAR;5
CODGEO;Code géographique;Code géographique;77108;La Chapelle-la-Reine;CHAR;5
CODGEO;Code géographique;Code géographique;77109;Donnemarie-Dontilly;CHAR;5
CODGEO;Code géographique;Code géographique;77110;Villevaudé;CHAR;5
CODGEO;Code géographique;Code géographique;77111;Chaumes-en-Brie;CHAR;5
CODGEO;Code géographique;Code géographique;77112;Boissy-le-Châtel;CHAR;5
CODGEO;Code géographique;Code géographique;77113;Guignes;CHAR;5
CODGEO;Code géographique;Code géographique;77114;Verneuil-l'Étang;CHAR;5
CODGEO;Code géographique;Code géographique;77115;Château-Landon;CHAR;5
CODGEO;Code géographique;Code géographique;77116;Bray-sur-Seine;CHAR;5
CODGEO;Code géographique;Code géographique;77117;Annet-sur-Marne;CHAR;5
CODGEO;Code géographique;Code géographique;77118;Saint-Soupplets;CHAR;5
CODGEO;Code géographique;Code géographique;77119;Longueville;CHAR;5
CODGEO;Code géographique;Code géographique;77120;Saint-Augustin;CHAR;5
CODGEO;Code géographique;Code géographique;77121;Rozay-en-Brie;CHAR;5
CODGEO;Code géographique;Code géographique;77122;Chevry-Cossigny;CHAR;5
CODGEO;Code géographique;Code géographique;77123;Chailly-en-Bière;CHAR;5
CODGEO;Code géographique;Code géographique;77124;Mormant;CHAR;5
CODGEO;Code géographique;Code géographique;77125;Saâcy-sur-Marne;CHAR;5
CODGEO;Code géographique;Code géographique;77126;Le Châtelet-en-Brie;CHAR;5
CODGEO;Code géographique;Code géographique;77127;Lizy-sur-Ourcq;CHAR;5
CODGEO;Code géographique;Code géographique;77201;Fontenay-Trésigny;CHAR;5
CODGEO;Code géographique;Code géographique;77202;Coubert;CHAR;5
CODGEO;Code géographique;Code géographique;77203;Bourron-Marlotte;CHAR;5
CODGEO;Code géographique;Code géographique;77204;La Ferté-Gaucher;CHAR;5
CODGEO;Code géographique;Code géographique;77205;Othis;CHAR;5
CODGEO;Code géographique;Code géographique;77206;Serris;CHAR;5
CODGEO;Code géographique;Code géographique;77207;Saint-Pathus;CHAR;5
CODGEO;Code géographique;Code géographique;77208;Nangis;CHAR;5
CODGEO;Code géographique;Code géographique;77209;Bois-le-Roi;CHAR;5
CODGEO;Code géographique;Code géographique;77301;Bailly-Romainvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;77302;Claye-Souilly;CHAR;5
CODGEO;Code géographique;Code géographique;77303;Provins;CHAR;5
CODGEO;Code géographique;Code géographique;77304;Dammartin-en-Goële;CHAR;5
CODGEO;Code géographique;Code géographique;77305;La Ferté-sous-Jouarre;CHAR;5
CODGEO;Code géographique;Code géographique;77306;Brie-Comte-Robert;CHAR;5
CODGEO;Code géographique;Code géographique;77307;Gretz-Armainvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;77401;Nemours;CHAR;5
CODGEO;Code géographique;Code géographique;77402;Coulommiers;CHAR;5
CODGEO;Code géographique;Code géographique;77403;Montereau-Fault-Yonne;CHAR;5
CODGEO;Code géographique;Code géographique;77404;Champagne-sur-Seine;CHAR;5
CODGEO;Code géographique;Code géographique;77405;Esbly;CHAR;5
CODGEO;Code géographique;Code géographique;77406;Fontainebleau;CHAR;5
CODGEO;Code géographique;Code géographique;77501;Meaux;CHAR;5
CODGEO;Code géographique;Code géographique;78101;Septeuil;CHAR;5
CODGEO;Code géographique;Code géographique;78102;Orgerus;CHAR;5
CODGEO;Code géographique;Code géographique;78103;Bréval;CHAR;5
CODGEO;Code géographique;Code géographique;78104;Feucherolles;CHAR;5
CODGEO;Code géographique;Code géographique;78105;Ablis;CHAR;5
CODGEO;Code géographique;Code géographique;78106;Houdan;CHAR;5
CODGEO;Code géographique;Code géographique;78107;Ecquevilly;CHAR;5
CODGEO;Code géographique;Code géographique;78108;Garancières - La Queue-les-Yvelines;CHAR;5
CODGEO;Code géographique;Code géographique;78201;Montfort-l'Amaury;CHAR;5
CODGEO;Code géographique;Code géographique;78202;Saint-Arnoult-en-Yvelines;CHAR;5
CODGEO;Code géographique;Code géographique;78203;Le Perray-en-Yvelines;CHAR;5
CODGEO;Code géographique;Code géographique;78204;Les Essarts-le-Roi;CHAR;5
CODGEO;Code géographique;Code géographique;78205;Beynes;CHAR;5
CODGEO;Code géographique;Code géographique;78206;Épône;CHAR;5
CODGEO;Code géographique;Code géographique;78301;Maule;CHAR;5
CODGEO;Code géographique;Code géographique;78302;Noisy-le-Roi;CHAR;5
CODGEO;Code géographique;Code géographique;78303;Rosny-sur-Seine;CHAR;5
CODGEO;Code géographique;Code géographique;78401;Rambouillet;CHAR;5
CODGEO;Code géographique;Code géographique;79101;Chef-Boutonne;CHAR;5
CODGEO;Code géographique;Code géographique;79102;Mauzé-sur-le-Mignon;CHAR;5
CODGEO;Code géographique;Code géographique;79103;Magné;CHAR;5
CODGEO;Code géographique;Code géographique;79104;Frontenay-Rohan-Rohan;CHAR;5
CODGEO;Code géographique;Code géographique;79106;Coulon;CHAR;5
CODGEO;Code géographique;Code géographique;79107;Celles-sur-Belle;CHAR;5
CODGEO;Code géographique;Code géographique;79108;Airvault;CHAR;5
CODGEO;Code géographique;Code géographique;79109;Échiré;CHAR;5
CODGEO;Code géographique;Code géographique;79201;Nueil-les-Aubiers;CHAR;5
CODGEO;Code géographique;Code géographique;79202;La Crèche;CHAR;5
CODGEO;Code géographique;Code géographique;79203;Melle;CHAR;5
CODGEO;Code géographique;Code géographique;79204;Cerizay;CHAR;5
CODGEO;Code géographique;Code géographique;79205;Mauléon;CHAR;5
CODGEO;Code géographique;Code géographique;79206;Moncoutant-sur-Sèvre;CHAR;5
CODGEO;Code géographique;Code géographique;79301;Saint-Maixent-l'École;CHAR;5
CODGEO;Code géographique;Code géographique;79302;Thouars;CHAR;5
CODGEO;Code géographique;Code géographique;79303;Parthenay;CHAR;5
CODGEO;Code géographique;Code géographique;79304;Bressuire;CHAR;5
CODGEO;Code géographique;Code géographique;79501;Niort;CHAR;5
CODGEO;Code géographique;Code géographique;80101;Flesselles;CHAR;5
CODGEO;Code géographique;Code géographique;80102;Picquigny;CHAR;5
CODGEO;Code géographique;Code géographique;80103;Beauval;CHAR;5
CODGEO;Code géographique;Code géographique;80104;Airaines;CHAR;5
CODGEO;Code géographique;Code géographique;80105;Vignacourt;CHAR;5
CODGEO;Code géographique;Code géographique;80106;Poix-de-Picardie;CHAR;5
CODGEO;Code géographique;Code géographique;80107;Béthencourt-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;80108;Longpré-les-Corps-Saints;CHAR;5
CODGEO;Code géographique;Code géographique;80109;Cayeux-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;80110;Saint-Valery-sur-Somme;CHAR;5
CODGEO;Code géographique;Code géographique;80111;Nesle;CHAR;5
CODGEO;Code géographique;Code géographique;80112;Ailly-sur-Noye;CHAR;5
CODGEO;Code géographique;Code géographique;80113;Rue;CHAR;5
CODGEO;Code géographique;Code géographique;80114;Rosières-en-Santerre;CHAR;5
CODGEO;Code géographique;Code géographique;80115;Flixecourt;CHAR;5
CODGEO;Code géographique;Code géographique;80116;Villers-Bretonneux;CHAR;5
CODGEO;Code géographique;Code géographique;80117;Moreuil;CHAR;5
CODGEO;Code géographique;Code géographique;80118;Feuquières-en-Vimeu - Fressenneville;CHAR;5
CODGEO;Code géographique;Code géographique;80201;Ailly-sur-Somme;CHAR;5
CODGEO;Code géographique;Code géographique;80202;Montdidier;CHAR;5
CODGEO;Code géographique;Code géographique;80203;Roye;CHAR;5
CODGEO;Code géographique;Code géographique;80204;Doullens;CHAR;5
CODGEO;Code géographique;Code géographique;80205;Friville-Escarbotin;CHAR;5
CODGEO;Code géographique;Code géographique;80206;Saint-Léger-lès-Domart;CHAR;5
CODGEO;Code géographique;Code géographique;80207;Ham;CHAR;5
CODGEO;Code géographique;Code géographique;80208;Corbie;CHAR;5
CODGEO;Code géographique;Code géographique;80209;Péronne;CHAR;5
CODGEO;Code géographique;Code géographique;80301;Albert;CHAR;5
CODGEO;Code géographique;Code géographique;80401;Abbeville;CHAR;5
CODGEO;Code géographique;Code géographique;80601;Amiens;CHAR;5
CODGEO;Code géographique;Code géographique;81101;Saint-Amans-Soult;CHAR;5
CODGEO;Code géographique;Code géographique;81102;Lacaune;CHAR;5
CODGEO;Code géographique;Code géographique;81103;Réalmont;CHAR;5
CODGEO;Code géographique;Code géographique;81104;Lisle-sur-Tarn;CHAR;5
CODGEO;Code géographique;Code géographique;81201;Marssac-sur-Tarn;CHAR;5
CODGEO;Code géographique;Code géographique;81202;Labruguière;CHAR;5
CODGEO;Code géographique;Code géographique;81203;Rabastens;CHAR;5
CODGEO;Code géographique;Code géographique;81204;Saint-Sulpice;CHAR;5
CODGEO;Code géographique;Code géographique;81301;Lavaur;CHAR;5
CODGEO;Code géographique;Code géographique;81302;Graulhet;CHAR;5
CODGEO;Code géographique;Code géographique;81303;Gaillac;CHAR;5
CODGEO;Code géographique;Code géographique;81304;Carmaux;CHAR;5
CODGEO;Code géographique;Code géographique;81401;Mazamet;CHAR;5
CODGEO;Code géographique;Code géographique;81501;Castres;CHAR;5
CODGEO;Code géographique;Code géographique;81502;Albi;CHAR;5
CODGEO;Code géographique;Code géographique;82101;Meauzac;CHAR;5
CODGEO;Code géographique;Code géographique;82102;Lafrançaise;CHAR;5
CODGEO;Code géographique;Code géographique;82103;Beaumont-de-Lomagne;CHAR;5
CODGEO;Code géographique;Code géographique;82104;Verdun-sur-Garonne;CHAR;5
CODGEO;Code géographique;Code géographique;82105;Nègrepelisse;CHAR;5
CODGEO;Code géographique;Code géographique;82201;Montech;CHAR;5
CODGEO;Code géographique;Code géographique;82202;Valence;CHAR;5
CODGEO;Code géographique;Code géographique;82203;Caussade;CHAR;5
CODGEO;Code géographique;Code géographique;82204;Labastide-Saint-Pierre;CHAR;5
CODGEO;Code géographique;Code géographique;82401;Castelsarrasin;CHAR;5
CODGEO;Code géographique;Code géographique;82501;Montauban;CHAR;5
CODGEO;Code géographique;Code géographique;83101;La Roquebrussanne;CHAR;5
CODGEO;Code géographique;Code géographique;83102;Bagnols-en-Forêt;CHAR;5
CODGEO;Code géographique;Code géographique;83103;Néoules;CHAR;5
CODGEO;Code géographique;Code géographique;83104;Figanières;CHAR;5
CODGEO;Code géographique;Code géographique;83105;Les Adrets-de-l'Estérel;CHAR;5
CODGEO;Code géographique;Code géographique;83106;Le Plan-de-la-Tour;CHAR;5
CODGEO;Code géographique;Code géographique;83107;Signes;CHAR;5
CODGEO;Code géographique;Code géographique;83108;Flassans-sur-Issole;CHAR;5
CODGEO;Code géographique;Code géographique;83109;Barjols;CHAR;5
CODGEO;Code géographique;Code géographique;83110;Rocbaron;CHAR;5
CODGEO;Code géographique;Code géographique;83111;Puget-Ville;CHAR;5
CODGEO;Code géographique;Code géographique;83112;Vinon-sur-Verdon;CHAR;5
CODGEO;Code géographique;Code géographique;83113;Gonfaron;CHAR;5
CODGEO;Code géographique;Code géographique;83114;Callas;CHAR;5
CODGEO;Code géographique;Code géographique;83115;Forcalqueiret;CHAR;5
CODGEO;Code géographique;Code géographique;83116;Nans-les-Pins;CHAR;5
CODGEO;Code géographique;Code géographique;83117;Rians;CHAR;5
CODGEO;Code géographique;Code géographique;83118;Pourrières;CHAR;5
CODGEO;Code géographique;Code géographique;83119;Tourves;CHAR;5
CODGEO;Code géographique;Code géographique;83201;Pierrefeu-du-Var;CHAR;5
CODGEO;Code géographique;Code géographique;83202;Salernes;CHAR;5
CODGEO;Code géographique;Code géographique;83203;Garéoult;CHAR;5
CODGEO;Code géographique;Code géographique;83204;Carcès;CHAR;5
CODGEO;Code géographique;Code géographique;83205;Montauroux;CHAR;5
CODGEO;Code géographique;Code géographique;83206;Carnoules;CHAR;5
CODGEO;Code géographique;Code géographique;83207;Cavalaire-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;83301;Fayence;CHAR;5
CODGEO;Code géographique;Code géographique;83302;La Londe-les-Maures;CHAR;5
CODGEO;Code géographique;Code géographique;83303;Lorgues;CHAR;5
CODGEO;Code géographique;Code géographique;83304;Saint-Tropez;CHAR;5
CODGEO;Code géographique;Code géographique;83305;Cogolin;CHAR;5
CODGEO;Code géographique;Code géographique;83306;Roquebrune-sur-Argens;CHAR;5
CODGEO;Code géographique;Code géographique;83307;Le Luc;CHAR;5
CODGEO;Code géographique;Code géographique;83308;Bormes-les-Mimosas - Le Lavandou;CHAR;5
CODGEO;Code géographique;Code géographique;83309;Saint-Maximin-la-Sainte-Baume;CHAR;5
CODGEO;Code géographique;Code géographique;83310;Sainte-Maxime;CHAR;5
CODGEO;Code géographique;Code géographique;83401;Brignoles;CHAR;5
CODGEO;Code géographique;Code géographique;83501;Draguignan;CHAR;5
CODGEO;Code géographique;Code géographique;83502;Fréjus;CHAR;5
CODGEO;Code géographique;Code géographique;84101;Sainte-Cécile-les-Vignes;CHAR;5
CODGEO;Code géographique;Code géographique;84102;Sérignan-du-Comtat;CHAR;5
CODGEO;Code géographique;Code géographique;84103;Bédoin;CHAR;5
CODGEO;Code géographique;Code géographique;84104;Villelaure;CHAR;5
CODGEO;Code géographique;Code géographique;84105;Saint-Saturnin-lès-Apt;CHAR;5
CODGEO;Code géographique;Code géographique;84106;Lapalud;CHAR;5
CODGEO;Code géographique;Code géographique;84107;Mondragon;CHAR;5
CODGEO;Code géographique;Code géographique;84108;La Tour-d'Aigues;CHAR;5
CODGEO;Code géographique;Code géographique;84109;Malaucène;CHAR;5
CODGEO;Code géographique;Code géographique;84110;Caumont-sur-Durance;CHAR;5
CODGEO;Code géographique;Code géographique;84111;Camaret-sur-Aigues;CHAR;5
CODGEO;Code géographique;Code géographique;84201;Piolenc;CHAR;5
CODGEO;Code géographique;Code géographique;84202;Cadenet;CHAR;5
CODGEO;Code géographique;Code géographique;84203;Vaison-la-Romaine;CHAR;5
CODGEO;Code géographique;Code géographique;84204;Valréas;CHAR;5
CODGEO;Code géographique;Code géographique;84301;Bollène;CHAR;5
CODGEO;Code géographique;Code géographique;84302;Apt;CHAR;5
CODGEO;Code géographique;Code géographique;84303;Pertuis;CHAR;5
CODGEO;Code géographique;Code géographique;85101;Angles;CHAR;5
CODGEO;Code géographique;Code géographique;85102;L'Herbergement;CHAR;5
CODGEO;Code géographique;Code géographique;85103;Mareuil-sur-Lay-Dissais;CHAR;5
CODGEO;Code géographique;Code géographique;85104;La Tranche-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;85105;Commequiers;CHAR;5
CODGEO;Code géographique;Code géographique;85106;Rocheservière;CHAR;5
CODGEO;Code géographique;Code géographique;85107;La Gaubretière;CHAR;5
CODGEO;Code géographique;Code géographique;85109;Coëx;CHAR;5
CODGEO;Code géographique;Code géographique;85110;La Chaize-le-Vicomte;CHAR;5
CODGEO;Code géographique;Code géographique;85111;Les Lucs-sur-Boulogne;CHAR;5
CODGEO;Code géographique;Code géographique;85112;L'Épine;CHAR;5
CODGEO;Code géographique;Code géographique;85113;Chavagnes-en-Paillers;CHAR;5
CODGEO;Code géographique;Code géographique;85114;L'Aiguillon-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;85115;La Bruffière;CHAR;5
CODGEO;Code géographique;Code géographique;85116;Saint-Fulgent;CHAR;5
CODGEO;Code géographique;Code géographique;85117;Saint-Laurent-sur-Sèvre;CHAR;5
CODGEO;Code géographique;Code géographique;85118;Benet;CHAR;5
CODGEO;Code géographique;Code géographique;85121;Jard-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;85122;Beauvoir-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;85123;La Châtaigneraie;CHAR;5
CODGEO;Code géographique;Code géographique;85124;Dompierre-sur-Yon;CHAR;5
CODGEO;Code géographique;Code géographique;85125;La Mothe-Achard;CHAR;5
CODGEO;Code géographique;Code géographique;85126;Venansault;CHAR;5
CODGEO;Code géographique;Code géographique;85127;Mouilleron-le-Captif;CHAR;5
CODGEO;Code géographique;Code géographique;85128;La Garnache;CHAR;5
CODGEO;Code géographique;Code géographique;85129;La Ferrière;CHAR;5
CODGEO;Code géographique;Code géographique;85131;Noirmoutier-en-l'Île;CHAR;5
CODGEO;Code géographique;Code géographique;85132;L'Île-d'Yeu;CHAR;5
CODGEO;Code géographique;Code géographique;85201;Pouzauges;CHAR;5
CODGEO;Code géographique;Code géographique;85202;Mortagne-sur-Sèvre;CHAR;5
CODGEO;Code géographique;Code géographique;85203;Bretignolles-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;85204;Talmont-Saint-Hilaire;CHAR;5
CODGEO;Code géographique;Code géographique;85205;Le Poiré-sur-Vie;CHAR;5
CODGEO;Code géographique;Code géographique;85206;Aizenay;CHAR;5
CODGEO;Code géographique;Code géographique;85207;Chantonnay;CHAR;5
CODGEO;Code géographique;Code géographique;85208;Luçon;CHAR;5
CODGEO;Code géographique;Code géographique;85209;Sèvremont;CHAR;5
CODGEO;Code géographique;Code géographique;85210;Aubigny-Les Clouzeaux;CHAR;5
CODGEO;Code géographique;Code géographique;85211;Bellevigny;CHAR;5
CODGEO;Code géographique;Code géographique;85212;Essarts en Bocage;CHAR;5
CODGEO;Code géographique;Code géographique;85213;Chanverrie;CHAR;5
CODGEO;Code géographique;Code géographique;85301;Saint-Jean-de-Monts;CHAR;5
CODGEO;Code géographique;Code géographique;85302;Montaigu-Vendée;CHAR;5
CODGEO;Code géographique;Code géographique;85303;Les Herbiers;CHAR;5
CODGEO;Code géographique;Code géographique;85304;Fontenay-le-Comte;CHAR;5
CODGEO;Code géographique;Code géographique;85401;Saint-Hilaire-de-Riez;CHAR;5
CODGEO;Code géographique;Code géographique;85402;Challans;CHAR;5
CODGEO;Code géographique;Code géographique;85403;Les Sables-d'Olonne;CHAR;5
CODGEO;Code géographique;Code géographique;85501;La Roche-sur-Yon;CHAR;5
CODGEO;Code géographique;Code géographique;86101;Mirebeau;CHAR;5
CODGEO;Code géographique;Code géographique;86102;Lencloître;CHAR;5
CODGEO;Code géographique;Code géographique;86103;Lusignan;CHAR;5
CODGEO;Code géographique;Code géographique;86104;Nouaillé-Maupertuis;CHAR;5
CODGEO;Code géographique;Code géographique;86105;Gençay;CHAR;5
CODGEO;Code géographique;Code géographique;86106;Iteuil;CHAR;5
CODGEO;Code géographique;Code géographique;86107;Vivonne;CHAR;5
CODGEO;Code géographique;Code géographique;86108;Lussac-les-Châteaux;CHAR;5
CODGEO;Code géographique;Code géographique;86109;Dangé-Saint-Romain;CHAR;5
CODGEO;Code géographique;Code géographique;86110;Vouillé;CHAR;5
CODGEO;Code géographique;Code géographique;86111;Saint-Georges-lès-Baillargeaux;CHAR;5
CODGEO;Code géographique;Code géographique;86112;Mignaloux-Beauvoir;CHAR;5
CODGEO;Code géographique;Code géographique;86113;Civray;CHAR;5
CODGEO;Code géographique;Code géographique;86114;Fontaine-le-Comte;CHAR;5
CODGEO;Code géographique;Code géographique;86115;Neuville-de-Poitou;CHAR;5
CODGEO;Code géographique;Code géographique;86201;Ligugé;CHAR;5
CODGEO;Code géographique;Code géographique;86202;Montmorillon;CHAR;5
CODGEO;Code géographique;Code géographique;86203;Chauvigny;CHAR;5
CODGEO;Code géographique;Code géographique;86204;Loudun;CHAR;5
CODGEO;Code géographique;Code géographique;86401;Châtellerault;CHAR;5
CODGEO;Code géographique;Code géographique;86601;Poitiers;CHAR;5
CODGEO;Code géographique;Code géographique;87101;Bosmie-l'Aiguille;CHAR;5
CODGEO;Code géographique;Code géographique;87102;Saint-Priest-Taurion;CHAR;5
CODGEO;Code géographique;Code géographique;87103;Rochechouart;CHAR;5
CODGEO;Code géographique;Code géographique;87104;Verneuil-sur-Vienne;CHAR;5
CODGEO;Code géographique;Code géographique;87105;Rilhac-Rancon;CHAR;5
CODGEO;Code géographique;Code géographique;87106;Saint-Léonard-de-Noblat;CHAR;5
CODGEO;Code géographique;Code géographique;87201;Ambazac;CHAR;5
CODGEO;Code géographique;Code géographique;87202;Bellac;CHAR;5
CODGEO;Code géographique;Code géographique;87203;Saint-Yrieix-la-Perche;CHAR;5
CODGEO;Code géographique;Code géographique;87204;Aixe-sur-Vienne;CHAR;5
CODGEO;Code géographique;Code géographique;87301;Saint-Junien;CHAR;5
CODGEO;Code géographique;Code géographique;87601;Limoges;CHAR;5
CODGEO;Code géographique;Code géographique;88101;Cheniménil;CHAR;5
CODGEO;Code géographique;Code géographique;88102;Vincey;CHAR;5
CODGEO;Code géographique;Code géographique;88103;Liffol-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;88104;Pouxeux;CHAR;5
CODGEO;Code géographique;Code géographique;88105;Granges-Aumontzey;CHAR;5
CODGEO;Code géographique;Code géographique;88106;Arches;CHAR;5
CODGEO;Code géographique;Code géographique;88107;Ban-de-Laveline;CHAR;5
CODGEO;Code géographique;Code géographique;88108;Uxegney;CHAR;5
CODGEO;Code géographique;Code géographique;88109;Contrexéville;CHAR;5
CODGEO;Code géographique;Code géographique;88110;Nomexy;CHAR;5
CODGEO;Code géographique;Code géographique;88111;Le Val-d'Ajol;CHAR;5
CODGEO;Code géographique;Code géographique;88112;Bruyères;CHAR;5
CODGEO;Code géographique;Code géographique;88201;Charmes;CHAR;5
CODGEO;Code géographique;Code géographique;88202;Vittel;CHAR;5
CODGEO;Code géographique;Code géographique;88203;Rambervillers;CHAR;5
CODGEO;Code géographique;Code géographique;88204;Neufchâteau;CHAR;5
CODGEO;Code géographique;Code géographique;88205;Mirecourt;CHAR;5
CODGEO;Code géographique;Code géographique;88301;Gérardmer;CHAR;5
CODGEO;Code géographique;Code géographique;88302;Moyenmoutier;CHAR;5
CODGEO;Code géographique;Code géographique;88303;Le Thillot;CHAR;5
CODGEO;Code géographique;Code géographique;88401;Remiremont;CHAR;5
CODGEO;Code géographique;Code géographique;88402;La Bresse;CHAR;5
CODGEO;Code géographique;Code géographique;88403;Saint-Dié-des-Vosges;CHAR;5
CODGEO;Code géographique;Code géographique;88501;Épinal;CHAR;5
CODGEO;Code géographique;Code géographique;89101;Toucy;CHAR;5
CODGEO;Code géographique;Code géographique;89102;Saint-Julien-du-Sault;CHAR;5
CODGEO;Code géographique;Code géographique;89103;Villeneuve-la-Guyard;CHAR;5
CODGEO;Code géographique;Code géographique;89104;Appoigny;CHAR;5
CODGEO;Code géographique;Code géographique;89105;Pont-sur-Yonne;CHAR;5
CODGEO;Code géographique;Code géographique;89106;Brienon-sur-Armançon;CHAR;5
CODGEO;Code géographique;Code géographique;89107;Saint-Florentin;CHAR;5
CODGEO;Code géographique;Code géographique;89201;Villeneuve-sur-Yonne;CHAR;5
CODGEO;Code géographique;Code géographique;89202;Tonnerre;CHAR;5
CODGEO;Code géographique;Code géographique;89203;Avallon;CHAR;5
CODGEO;Code géographique;Code géographique;89301;Joigny;CHAR;5
CODGEO;Code géographique;Code géographique;89302;Migennes;CHAR;5
CODGEO;Code géographique;Code géographique;89401;Sens;CHAR;5
CODGEO;Code géographique;Code géographique;89402;Auxerre;CHAR;5
CODGEO;Code géographique;Code géographique;90101;Roppe;CHAR;5
CODGEO;Code géographique;Code géographique;90102;Étueffont;CHAR;5
CODGEO;Code géographique;Code géographique;90201;Giromagny;CHAR;5
CODGEO;Code géographique;Code géographique;90301;Delle (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;91101;Tigery;CHAR;5
CODGEO;Code géographique;Code géographique;91102;Vert-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;91103;Maisse;CHAR;5
CODGEO;Code géographique;Code géographique;91104;Briis-sous-Forges;CHAR;5
CODGEO;Code géographique;Code géographique;91105;Angerville;CHAR;5
CODGEO;Code géographique;Code géographique;91106;Boissy-sous-Saint-Yon;CHAR;5
CODGEO;Code géographique;Code géographique;91201;Milly-la-Forêt;CHAR;5
CODGEO;Code géographique;Code géographique;91202;Le Mérévillois;CHAR;5
CODGEO;Code géographique;Code géographique;91203;Marolles-en-Hurepoix;CHAR;5
CODGEO;Code géographique;Code géographique;91204;Saint-Chéron;CHAR;5
CODGEO;Code géographique;Code géographique;91301;Limours;CHAR;5
CODGEO;Code géographique;Code géographique;91302;Dourdan;CHAR;5
CODGEO;Code géographique;Code géographique;91303;Étréchy;CHAR;5
CODGEO;Code géographique;Code géographique;91401;Étampes;CHAR;5
CODGEO;Code géographique;Code géographique;91402;Ballancourt-sur-Essonne;CHAR;5
CODGEO;Code géographique;Code géographique;95101;Vémars;CHAR;5
CODGEO;Code géographique;Code géographique;95102;Saint-Martin-du-Tertre;CHAR;5
CODGEO;Code géographique;Code géographique;95103;Belloy-en-France;CHAR;5
CODGEO;Code géographique;Code géographique;95104;Marines;CHAR;5
CODGEO;Code géographique;Code géographique;95105;Bruyères-sur-Oise;CHAR;5
CODGEO;Code géographique;Code géographique;95106;Presles;CHAR;5
CODGEO;Code géographique;Code géographique;95201;Menucourt;CHAR;5
CODGEO;Code géographique;Code géographique;95202;Magny-en-Vexin;CHAR;5
CODGEO;Code géographique;Code géographique;95203;Montsoult;CHAR;5
CODGEO;Code géographique;Code géographique;95301;Louvres;CHAR;5
CODGEO;Code géographique;Code géographique;95302;Viarmes;CHAR;5
CODGEO;Code géographique;Code géographique;95401;Fosses;CHAR;5
CODGEO;Code géographique;Code géographique;9B101;Le Carbet;CHAR;5
CODGEO;Code géographique;Code géographique;9B102;Basse-Pointe;CHAR;5
CODGEO;Code géographique;Code géographique;9B103;Saint-Pierre;CHAR;5
CODGEO;Code géographique;Code géographique;9B201;Le Morne-Rouge;CHAR;5
CODGEO;Code géographique;Code géographique;9B202;Le Diamant;CHAR;5
CODGEO;Code géographique;Code géographique;9B203;Les Trois-Îlets;CHAR;5
CODGEO;Code géographique;Code géographique;9B204;Le Lorrain;CHAR;5
CODGEO;Code géographique;Code géographique;9B401;Sainte-Marie;CHAR;5
CODGEO;Code géographique;Code géographique;9B402;Le Lamentin;CHAR;5
CODGEO;Code géographique;Code géographique;9B601;Fort-de-France;CHAR;5
