CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
50113;1181;2403;18160;34.2;17.4;;;;;;;;30.1;54.1;43.5;2.8;7.8;41.9;7.9;7.7;2.4;3.2;2.1;-11.6;10340;28660;2.8
50201;2671;5614;19820;40.4;13.3;;;19.7;;;;6.6;24.6;61.2;51.9;2.8;6.5;37.1;8.4;6;2.1;2.4;1.5;-12.7;11610;30220;2.6
50202;4087;8430;19510;40.5;13.2;;;14.4;13.1;;12.9;7.8;24.4;59.1;49.7;2.1;7.3;38.6;10.5;5.2;1.8;2;1.4;-13.4;11890;30970;2.6
50203;4238;8677;22530;54.8;9.6;;;;12.4;;;6.1;19.7;56.3;39.6;2.3;14.4;44;13.8;3;1.2;1.1;0.7;-17.1;12840;41840;3.3
50205;3723;7864;20350;45.9;12.7;;;18.3;;;;5;24.1;65.8;56.7;2.6;6.5;34;8.5;6.7;2;2.9;1.8;-15;12110;35040;2.9
50206;4105;7979;18850;39.6;18;;31.9;20.9;16.5;;;;30;61.7;52.2;2.8;6.7;35.2;8.5;9;2.2;4.1;2.7;-14.4;10580;33240;3.1
50207;2597;6026;20310;44;10.8;;;;;;;6.1;21.2;67.7;60.6;2.8;4.3;32.7;6.8;5.8;2.5;2;1.3;-13;12430;32740;2.6
50208;2952;6824;20390;45.1;10.2;;;;;;;6.4;18.9;70.3;62.7;2.8;4.8;29.8;7.7;5.3;2.4;1.8;1.1;-13.1;12610;30720;2.4
50301;7146;14968;21120;48.8;11.1;;12.1;12.8;12.1;6.7;;5;21.6;66;57.1;2.3;6.6;34.4;10.6;5.2;1.8;2;1.4;-16.2;12280;36140;2.9
50302;4593;9682;18870;40.8;15.3;;19.5;17.7;16.3;9.8;;8.2;25.1;63;54.1;3;5.9;36.2;7.1;7;2.4;2.7;1.9;-13.3;11200;31210;2.8
50401;11663;22812;20130;46.6;14.9;26.7;22.5;16.6;15.1;7.6;;5;26.5;64.6;57.1;2.7;4.8;35.4;8.3;7.1;2.1;3.1;1.9;-15.4;11090;34610;3.1
50402;13573;26021;21900;52.7;10.3;20.6;18.3;13.6;10.9;5.9;5.9;5;19.1;52.4;42.3;2.4;7.7;46.6;14.3;4.1;1.2;1.7;1.2;-17.4;12590;40440;3.2
50501;37614;79003;20540;48.9;13.8;23.5;18.4;16.8;11.6;8.1;6.3;5;24.9;70.1;62.9;3.2;4;31.7;6.3;7;2.2;2.9;1.9;-15.1;11570;34360;3
51101;855;2148;25370;69.9;;;;;;;;;;71.3;64.5;1.9;4.9;34.8;9.4;2.5;1.6;0.5;0.4;-18;14980;40310;2.7
51102;840;1862;18960;;;;;;;;;;;;;;;;;;;;;;;;
51103;882;2216;24290;63.6;;;;;;;;;;71.1;65.8;1.7;3.6;35;7.1;3.2;1.7;0.8;0.7;-16.4;14520;39770;2.7
51104;982;2215;19850;45.5;15.9;;;;;;;;35.5;66.1;53.5;4.5;8.1;30;11.3;6.3;2.7;2.1;1.5;-13.7;11150;31280;2.8
51105;1401;3208;23610;65.5;7.1;;;;;;;;;74.9;47.9;1.7;25.3;25;19.9;2.5;1.3;0.7;0.5;-22.3;14030;50690;3.6
51106;1302;3503;23850;59.4;;;;;;;;;;83.7;76.4;2.1;5.2;21.9;6.7;3.2;2.4;0.5;0.3;-15.5;15050;37910;2.5
51107;1335;2785;19950;49.2;15;;;;;;;;29.2;65.8;43.8;3.1;18.9;31.9;14.5;5.6;2.1;1.9;1.6;-17.8;11060;37980;3.4
51108;1261;3145;24070;63.4;;;;;;;;;;72.8;61.2;1.5;10.1;30;12.9;2.6;1.6;0.5;0.5;-18.3;14640;39870;2.7
51109;1560;4042;22350;56;6.7;;;;;;;;;78.6;72.4;2.4;3.8;26;5.7;3.9;2.4;0.9;0.6;-14.2;14010;33630;2.4
51110;1290;3092;18340;40.1;15.5;;;;;;;;23.3;74.2;66.4;2.8;5;24.2;6.2;7.7;3.9;2;1.8;-12.3;11260;28690;2.5
51111;1627;3458;19240;44.7;16;;;;;;;;28;64;55.1;2.9;6;32.6;10.6;6.8;2.6;2.4;1.8;-14;11020;31260;2.8
51112;1997;4043;18920;41.8;19.3;;29.6;;;;;;30.7;61.4;54.2;2.9;4.3;36.9;8.2;7.7;2.3;3.3;2.1;-14.2;10470;30870;2.9
51113;2005;5085;23030;61.5;7.5;;;;;;;;14.3;80.5;71.1;2.4;7;25.1;7.7;3.5;1.9;0.9;0.7;-16.8;13590;38680;2.8
51201;1617;4203;18980;41.4;12;;;;;;;;17.1;76.8;70.8;2.6;3.4;22.9;5.4;7.2;4;1.7;1.5;-12.3;12370;30470;2.5
51202;2378;4777;19840;48;15.8;;;20.4;;;;;27.6;63.9;53.6;3.2;7.1;33.1;11.8;6.6;2.1;2.7;1.8;-15.4;10890;35070;3.2
51203;2480;5213;22690;62.1;7.7;;;;;;;;17.2;71.1;59.9;2.6;8.6;32.9;11.1;3.1;1.2;1.1;0.8;-18.2;13740;37230;2.7
51204;2261;5272;19050;40.3;15.9;;19.3;;;;;7.3;25.3;70.1;60.5;3.7;5.9;29.2;5.7;7.8;3.1;2.8;1.9;-12.8;11280;30880;2.7
51301;6803;14076;17040;37.5;24.3;38.3;32.6;30.5;22.1;17.1;11.5;9;33.2;59.5;52.3;3.7;3.5;35.4;7.1;11;3.1;4.7;3.2;-13;9920;29740;3
51401;14225;29505;20170;51.9;16.6;26.7;21.5;19.4;15.6;11;7;5.3;28.6;69.1;58;3.2;7.9;31.4;11.1;6;2;2.3;1.7;-17.6;10830;36430;3.4
51501;25388;53371;19290;47.4;18.9;29.7;26;22.5;16.6;9.6;7.6;5;30.3;68.8;61.6;3.3;3.9;31.6;7.2;7.8;2.7;2.9;2.2;-15.4;10430;33090;3.2
51701;90672;190560;19370;48.8;20.1;31.9;25.4;23.7;18.3;10.6;7.1;5;29.5;72.6;63.9;3.3;5.4;28.1;8.4;8.1;2.5;3.1;2.5;-17.2;10070;36630;3.6
52101;997;1843;19320;;;;;;;;;;;;;;;;;;;;;;;;
52102;1291;2750;19290;41.8;14.7;;;;;;;;27.8;60.7;52.6;3.3;4.8;36.8;9;6.7;2.2;2.8;1.7;-13.2;11570;32030;2.8
52103;1515;3229;18470;41.8;18.5;;;;;;;;33.7;62.1;53.5;3.3;5.3;36.7;6.5;7.8;2.6;3.2;2;-13.1;10520;30180;2.9
52104;1678;3493;20080;46.6;12.6;;;;;;;;28.9;59.9;53;3.5;3.4;41.5;6.1;5;1.9;1.8;1.3;-12.5;11950;30020;2.5
52105;1698;3522;19360;42.5;14.8;;;;;;;;29.4;62.8;56.3;2.7;3.8;35.8;8.3;6.4;2.3;2.5;1.6;-13.3;11480;30060;2.6
52201;2291;4839;17650;36.1;22.4;;31.7;26.6;25;16.9;;10.8;40.4;55.1;47.4;3.3;4.4;40.8;7.3;9.2;2.5;4.3;2.4;-12.4;9810;29810;3
52202;4490;9070;19840;46.8;16.5;;24.6;20.3;13.2;;;;28.7;66.9;55.6;3.6;7.7;33.3;7.9;6.9;2;2.9;2;-15;10970;33550;3.1
52401;10866;21381;20330;49.3;15.7;27.4;21.7;18.5;15.6;9;;5;27.1;65.4;58;2.5;4.9;35.7;7.8;6.9;1.9;3;2;-15.8;11050;35070;3.2
53101;1356;3152;19920;41.5;8.9;;;;;;;;;68;61.2;2.4;4.4;30.5;9.3;5.1;2.9;1.2;1;-12.9;13160;29700;2.3
53102;1091;2882;21260;51.4;8.1;;;;;;;;;74.9;69.1;2.2;3.6;27;7.4;4.8;3;1;0.8;-14.1;13410;32020;2.4
53103;1274;2761;19340;38.9;10.5;;;;;;;;21.4;61.6;55.1;2.6;3.9;36.3;9.7;5.4;2.6;1.4;1.4;-13;12560;29800;2.4
53104;1151;2459;18180;33;15.9;;;;;;;;34;54.4;47;2.7;4.7;43.2;7.4;6.7;2.9;2.2;1.6;-11.7;11000;26440;2.4
53105;1231;2468;18980;34.4;12.5;;;;;;;;28.3;52.9;46;2.5;4.4;41.6;11.6;5.8;1.8;2.3;1.7;-11.9;11850;29600;2.5
53106;1150;2628;19520;40.9;8.7;;;;;;;;;64.6;56.1;2.3;6.2;35.9;8.4;4.8;2.6;1.3;0.9;-13.7;13050;30240;2.3
53107;1272;3129;19900;41.2;8.7;;;;;;;;;68.5;61.7;2.2;4.6;30.6;9.3;5.1;3;1.1;1;-13.5;13140;30820;2.3
53108;1333;2728;19010;39.4;14.5;;;;;;;;32.3;54.1;46;3.3;4.8;41.3;11.8;5.6;2.1;2;1.5;-12.8;11240;29470;2.6
53109;1747;4447;22030;52.3;5;;;;;;;;;72.9;67.8;2.3;2.8;29.6;7.5;4.1;2.7;0.7;0.7;-14.1;14820;32130;2.2
53110;2027;4299;19690;40.4;12.3;;;;;;;;26.3;57.9;51.1;2.2;4.6;38.9;11.8;5.2;2.3;1.6;1.3;-13.8;12100;32170;2.7
53201;2413;6271;23420;61.7;5;;;;;;;;;74;67.8;2.2;4;31.5;7.9;3.3;2.1;0.6;0.6;-16.7;15020;37370;2.5
53202;2518;5471;19380;39.3;11.5;;;;;;;5.9;23.6;60.8;53.5;2.2;5.1;36.9;10.6;5.4;2.3;1.7;1.4;-13.7;12270;29980;2.4
53203;3826;8166;19550;43.7;13.6;;18.2;18.2;;;;6.5;27.1;62.1;55.6;2.5;4;36.9;8.8;5.6;2.4;1.8;1.4;-13.4;11610;30340;2.6
53301;6766;14295;20930;48.6;11.3;22.5;15.1;14.1;10;;;5;24.4;65.2;58.2;2.6;4.4;35.3;9.9;5.2;2;1.8;1.4;-15.6;12150;33630;2.8
53302;7412;16310;20420;44.9;10.7;20;17.1;11.2;9.5;;;5;23.9;64.9;57.1;2.5;5.3;34.7;9.7;5.4;2.3;1.7;1.4;-14.7;12460;33840;2.7
53501;29764;63736;20890;50.4;14.1;25.5;20.1;16.9;12.4;7.1;5.6;5;28.5;68.9;61.8;2.8;4.3;32.1;9.8;5.9;2.4;1.9;1.6;-16.7;11370;36620;3.2
54101;888;2127;24190;38.3;10.2;;;;;;;;;36.2;29.8;2.4;4;22.2;50;1.7;0.8;0.6;0.3;-10.1;12530;42620;3.4
54102;1085;2618;22700;33.4;13.3;;;;;;;;;38.9;33.3;2.7;2.9;18.9;48.8;2.4;1.1;0.7;0.6;-9;11920;41510;3.5
54103;1161;2791;23440;32.2;13.8;;;;;;;;29.6;35.6;30;2.3;3.3;19;51.2;3.1;1;1.2;0.9;-8.9;11430;41820;3.7
54104;1108;2577;19010;39.1;16.9;;;;;;;;36.8;62.2;56.3;3.5;2.4;37;4.9;7.9;3.1;2.9;1.9;-12;11020;28760;2.6
54105;1104;2643;22220;54;9.7;;;;;;;;;74.3;67.9;2.6;3.8;29.1;7.1;4.9;2.2;1.7;1;-15.4;12800;34030;2.7
54106;1124;2817;24660;66.5;;;;;;;;;;80.9;73.1;2;5.8;26.1;6.5;2.9;1.6;0.9;0.4;-16.4;15790;37560;2.4
54107;1384;3061;24750;24.6;13;;;;;;;11;;22.1;17.9;2.2;2;17.7;64.4;2.2;0.5;1.2;0.5;-6.4;11200;43220;3.9
54108;1471;3450;21890;50;8.3;;;;;;;;;69.1;62.6;3.1;3.4;28.2;12.7;4;1.8;1.4;0.8;-14;13390;34150;2.6
54109;1710;4007;21770;49.9;8.1;;;;;;;;19.2;69;63.7;2.6;2.7;33;8.7;4.1;1.9;1.3;0.9;-14.8;13290;34020;2.6
54110;1669;3908;24880;68.6;;;;;;;;;;70.3;61;2.2;7.1;37.8;8.3;2.3;1.2;0.8;0.3;-18.7;15540;40360;2.6
54111;1828;4194;17760;27.6;23.8;;26.9;29;28.6;;;16.1;43.3;42.1;35.8;3.7;2.6;32.1;27.7;7.1;2.4;3;1.7;-9;9170;30550;3.3
54112;2019;4635;20150;44.9;12.4;;;;;;;;30.8;71.9;65.7;3.3;2.9;30.4;5.5;5.7;2.3;2.1;1.3;-13.5;12000;31580;2.6
54201;2133;4497;19250;44.3;17.7;;;;;;;9.1;32.4;63.8;54.3;5.7;3.8;36.4;6;7.5;2.3;3.1;2.1;-13.7;10650;30690;2.9
54202;2354;4932;19320;32.7;19.9;;;26.8;21.3;;;10.2;38.1;43.6;36.7;2.9;4;32.8;28.2;6.1;1.5;2.7;1.9;-10.7;10040;33930;3.4
54203;2106;4891;20110;31;15.5;;22.6;;;;;11.1;30.3;45.3;38.5;3.1;3.7;26.8;33.3;4.4;1.8;1.6;1;-9.8;10890;34340;3.2
54204;4341;9609;21100;44.1;13.1;;13.7;17.4;13.2;;;6.3;26.7;59.5;51.1;2.9;5.5;29;19.8;5.4;1.8;2.1;1.5;-13.7;11710;35320;3
54205;2966;7143;20700;46.4;10.9;;;12.5;;;;;25.9;73.1;67.4;3;2.7;29.6;4.9;6.2;2.8;2;1.4;-13.8;12420;30930;2.5
54206;3499;8318;25720;69.2;5;;;;;;;;13;71.5;64.4;2.1;5;36.6;8.1;2.5;1.3;0.7;0.5;-18.7;15600;41780;2.7
54301;5505;12017;19710;42.1;14.2;;18.9;15.9;14.7;9.2;;6.7;27.4;62.1;55.8;3.1;3.2;35.2;9.6;6.4;2.1;2.6;1.7;-13.3;11430;32440;2.8
54302;7477;17526;21770;54.4;8.8;;9.3;10.8;8.6;;;5;22.3;74.4;68.6;2.7;3.1;30.7;6.1;4.5;2;1.5;1;-15.7;13090;34730;2.7
54401;9381;21366;20890;49.7;11.7;20.4;15.7;14.9;10.7;6.3;;5;28.1;70.1;64;2.9;3.2;32.6;5.8;6.1;2.4;2.3;1.4;-14.6;12090;32540;2.7
54402;9395;21365;19350;43.9;17.5;28.9;21.8;20.7;14.7;10.1;;6.1;30.8;70.3;63;3.1;4.2;29.5;7.1;8;3;2.9;2.1;-14.9;10750;32340;3
54403;9772;21111;18810;41;20.7;37.3;26.8;26.4;19.3;11.9;;7.6;35.3;64;56.1;3.1;4.8;33.7;7.8;9.1;2.8;3.9;2.4;-14.6;10170;31820;3.1
54404;9738;22676;20500;48.9;14.9;23.4;17.5;21.2;12.7;8.7;;7.3;27.9;67.9;60.7;3.1;4.1;31.7;8.7;6.4;2.6;2.3;1.5;-14.7;11230;33980;3
54405;18859;42139;19620;29.6;21.3;26;28.1;25.2;21;13.8;12.3;10.1;36.2;34.6;29;3.1;2.5;23.6;45.3;5.4;1.4;2.3;1.7;-8.9;9380;37920;4
54701;121888;250924;20870;52.2;17.2;32;21;20.4;15.5;9.5;6.4;5;31.2;72.6;63.6;2.8;6.2;29.9;9.1;6.8;2;2.7;2.1;-18.4;10400;38760;3.7
55101;782;1700;20240;;;;;;;;;;;;;;;;;;;;;;;;
55102;831;1822;18380;;;;;;;;;;;;;;;;;;;;;;;;
55103;841;1759;19550;;;;;;;;;;;;;;;;;;;;;;;;
55104;1238;2636;18820;43.5;19.1;;;;;;;;31.1;62.2;52.1;3.4;6.7;35.7;7.4;8.3;2.5;3.7;2.1;-13.6;10570;30810;2.9
55105;1291;2647;18490;37.9;23;;;;;;;;42.8;58.8;48.4;2.6;7.8;35.2;11;8.4;2.3;3.8;2.3;-13.4;9440;31780;3.4
55106;1329;2967;17800;25.2;20.8;;;;;;;14.9;39.2;42.1;36.5;3.4;2.2;34.4;27.1;5.9;1.9;2.6;1.4;-9.5;9290;29970;3.2
55107;1546;3546;18290;34.1;18.3;;;;;;;;32.5;59.1;52.3;2.9;3.9;32;12.5;8.1;3;3;2.1;-11.7;10770;29630;2.8
55201;2235;4634;19570;44.6;16.5;;;22.5;;;;7;33.4;56.9;50.5;2.9;3.5;41.2;8.7;6.6;2;2.7;1.9;-13.4;10920;31800;2.9
55202;2132;4360;18560;42.2;19.1;;;;;;;8.7;36.1;60.1;51.5;2.9;5.7;38.1;8.3;7.7;2.1;3.5;2.1;-14.2;10140;31480;3.1
55203;2472;5054;17330;36.8;25.1;;35.1;33.4;22.4;;;10;38.3;59.4;50.3;3.7;5.4;36;7;10.7;2.7;4.7;3.3;-13.1;9690;30340;3.1
55301;8315;16359;20330;50.2;15.9;29.1;23.4;19.6;16;9.9;;5.2;30.2;65.5;57.1;2.6;5.8;36.6;7.7;6.7;1.8;3;1.9;-16.5;10950;35890;3.3
55401;10584;21393;19120;43.7;18.5;29.3;24.5;22.9;17;11.6;8.2;5.6;31.8;63.2;54.6;2.7;5.9;34.5;9;8.2;2.2;3.7;2.3;-14.9;10410;33580;3.2
56101;1174;2582;23050;56.5;;;;;;;;;;61.7;50.8;3.4;7.5;40.1;12;3.4;1.7;1;0.7;-17.2;13640;39490;2.9
56102;1289;2305;25350;62.8;;;;;;;;;;31.5;25.1;2.1;4.3;67.4;17.9;2.3;0.5;1.2;0.6;-19.1;13230;47790;3.6
56103;1237;2373;22400;55.7;11.1;;;;;;;;;46.6;36.8;2.7;7.1;54.5;14;2.6;0.9;1.1;0.6;-17.7;12460;39920;3.2
56104;1743;3852;20470;45.5;10.3;;;;;;;;26.9;67.3;59.4;2.9;5;32.8;7.4;5.4;2.4;1.9;1.1;-12.9;12590;30770;2.4
56105;1236;2443;20860;54.9;13.4;;;;;;;;;57.7;47;4;6.7;42.7;12.4;3.3;1.5;1.1;0.7;-16.1;11710;35640;3
56106;1003;2082;19980;42.8;12.9;;;;;;;;;60.4;50.3;2.9;7.2;39.7;8.5;5.6;2.1;2.2;1.3;-14.2;11950;33000;2.8
56107;1292;3101;20440;44.3;11.7;;;;;;;9;;66.5;57.5;3.4;5.6;34.8;7.3;4.6;2.7;1.1;0.8;-13.2;12050;30460;2.5
56108;1503;3880;20860;44.2;7.2;;;;;;;;;76.5;68.8;3.5;4.2;24.2;6.9;5;3;1.2;0.8;-12.6;13530;30620;2.3
56109;1326;2652;19130;40.2;12.4;;;;;;;;;53.3;44.2;3.4;5.7;45.1;9.1;5.6;1.9;2.4;1.3;-13.1;11660;29810;2.6
56110;1501;3768;21370;54;6.8;;;;;;;;;78.6;69.3;3.5;5.8;26.2;6.8;4.7;2.6;1.2;0.9;-16.3;13620;32650;2.4
56111;1816;4612;22460;53.8;8.8;;;;;;;5.8;;69.6;58.4;3.2;8;32.7;9.3;4;2.3;1;0.7;-15.6;13190;36520;2.8
56112;1632;3439;20710;45.5;9;;;;;;;;;60.7;52.3;2.4;6;39.3;8.7;4.9;1.8;2;1.1;-13.6;12860;34790;2.7
56113;1505;3672;21130;51.7;8.1;;;;;;;;;73.6;66;2.2;5.4;28.2;7.9;4.5;2.5;1.1;0.9;-14.2;13130;32900;2.5
56114;1584;3990;22690;58.8;7.3;;;;;;;;;69.9;61.6;3;5.3;33.6;8.5;4.1;2.3;1;0.8;-16.1;14080;37080;2.6
56115;1866;3787;19080;41.6;14.3;;;;;;;10.4;32.8;55.9;45.1;2.8;8;42.5;9.5;5.3;1.9;2.3;1.1;-13.2;11530;30460;2.6
56116;2305;5076;21270;49.7;8.8;;;;;;;;18;53.7;45.6;2.8;5.3;45.8;10.7;4.1;2;1.2;0.9;-14.3;13180;34110;2.6
56117;2478;6150;20580;45.5;10;;;;;;;5.1;21.1;76.5;65.7;3.4;7.4;24.6;6.9;5.9;3.1;1.5;1.3;-13.9;12660;31660;2.5
56118;2304;5013;23200;58.4;8.3;;;;;;;5.5;18;53.1;43.3;2.7;7.1;46.9;15;2.6;1.1;0.9;0.6;-17.6;13370;42140;3.2
56119;2486;5598;21660;51.5;9.2;;;;;;;6.4;19.4;60.4;51.2;3.3;5.9;41.9;8.6;3.5;1.6;1.1;0.8;-14.4;13000;34820;2.7
56120;2097;5353;21580;51.9;7.7;;;;;;;5.6;;74.5;65.1;2.9;6.5;27.3;8.9;4.4;2.4;1.3;0.7;-15.1;13580;33420;2.5
56201;2714;5051;22930;57.6;7.8;;;;;;;;15.7;43.9;33.8;3.3;6.8;54.7;16.5;2.5;0.8;1;0.7;-17.6;13350;42120;3.2
56202;2484;5565;27160;69.6;5.8;;;;;;;;;58.6;47.7;2.3;8.6;43.3;16.5;2.2;1;0.7;0.5;-20.6;14540;51400;3.5
56203;2455;5688;20590;46.4;9;;;;;;;5.5;20.4;66;55.9;3.1;7;32.6;9.8;5.4;2.5;1.8;1.1;-13.8;12900;31660;2.5
56204;2677;6229;20660;45.1;9.2;;;;;;;6.1;21.1;70.5;61.4;3;6.1;30.3;7.9;4.8;2.5;1.4;0.9;-13.5;12940;30960;2.4
56205;2736;6582;20510;46.7;9.2;;;12.8;;;;5.8;25.1;70.1;61.9;3.8;4.4;31.4;6.1;5.7;2.8;1.8;1.1;-13.3;12840;30620;2.4
56206;2778;6762;23390;60.8;6.6;;;;;;;;14.8;73.4;64.4;3.1;5.9;30.2;9.9;3.8;1.7;1.2;0.9;-17.3;13880;39590;2.9
56207;3200;7725;20210;43.2;9.7;;;;;;;7.4;18.6;70.1;60.4;3.6;6.1;30.3;8.2;4.8;2.6;1.3;0.9;-13.4;12740;31590;2.5
56208;3317;7657;20650;45.6;11.1;;;14.2;;;;5.7;25.6;65.1;54.8;3.1;7.2;34.9;8.9;5.4;2.5;1.6;1.3;-14.3;12250;31830;2.6
56209;3496;8311;23020;57.7;6.5;;;;;;;5;15.9;70.8;63;2.4;5.4;32.6;8.9;3.8;1.8;1.1;0.9;-16.1;13960;36810;2.6
56210;2818;6755;22100;55.3;8.9;;;;;;;5.1;23.6;66.4;58.2;3.3;4.9;34.4;10.5;4.2;1.9;1.4;0.9;-15.5;13150;35190;2.7
56211;2605;6244;20720;48.9;8.2;;;;;;;5;15.6;71.9;63.5;2.4;6;30.4;7.4;4.9;2.8;1.2;0.9;-14.6;13170;33030;2.5
56212;3262;8042;20610;45.2;9.5;;;10;;;;6.4;21.3;71;61.9;3.5;5.6;29.2;8.4;4.9;2.6;1.4;0.9;-13.5;12830;31060;2.4
56213;4254;8380;24030;61.8;7.8;;;15.1;;;;5;17.7;42.1;33.4;2.6;6.1;59.5;13.9;2.5;0.9;1;0.6;-18;13520;42230;3.1
56214;3413;7969;20000;45.7;12.1;;14.1;13.1;;;;6.7;24.8;72.3;63.3;2.8;6.2;26.8;7.7;6.3;2.9;2;1.4;-13.1;12060;31020;2.6
56215;4142;8334;23160;57.4;10.3;;;14;13.3;;;7.4;18.6;51;39.2;3.1;8.7;47.3;18.2;2.4;0.9;0.9;0.6;-18.9;12490;46380;3.7
56216;4390;9659;21020;48.3;10.5;;;10.8;12.3;;;5;23.3;69.1;59.7;2.7;6.7;32;8.6;5.5;2.2;2;1.3;-15.2;12480;34250;2.7
56217;4681;9702;21570;50.6;10.1;;;12.7;11.9;;;6.7;22;53.4;44.7;3.6;5.1;46.8;10.9;3.8;1.5;1.5;0.8;-14.9;12620;35130;2.8
56218;5096;11903;24050;60.5;7.3;;;6.9;8.5;;;5;18.5;70.4;60.7;2.9;6.8;34.1;9.7;3.2;1.5;1;0.7;-17.4;14160;40360;2.9
56301;5896;12521;21250;50.3;9.8;;;11.6;13.4;;;5.9;21.9;58.6;50.6;3.7;4.3;44;8;4.2;1.7;1.5;1;-14.8;12710;34060;2.7
56302;7457;15782;20170;45.9;13.4;21.4;17.8;16;11.7;7.3;;5.1;27.6;68.1;59.9;3.8;4.4;33.3;6.7;6.6;2.3;2.6;1.7;-14.7;11710;31650;2.7
56303;7272;15369;20280;48.1;14.2;27.9;17.9;18.8;11.4;7.6;;5.1;29.7;66;57.5;2.8;5.7;33.2;9.4;6.6;2.1;2.8;1.7;-15.2;11270;34430;3.1
56401;13208;28633;21160;49.5;11;18.8;13.6;12.4;12;6.9;;5;22;66.2;56.9;3.6;5.7;33.9;9.7;5.5;2.1;2;1.4;-15.3;12270;35350;2.9
56501;38122;77491;21990;54.3;12.9;23.9;18.6;16.2;12.9;6.2;5;5;25.1;64.3;55.2;3;6.1;36.8;11.3;5.3;1.7;2.1;1.5;-17.7;11680;40110;3.4
56601;55204;111705;20580;48.7;14.9;29.1;20.1;18.7;14.7;8.5;5.9;5;30;62.9;54.1;3.5;5.3;37.6;9.4;6.4;1.8;2.7;1.9;-16.3;11100;36130;3.3
57101;265;646;25500;;;;;;;;;;;;;;;;;;;;;;;;
57102;903;2001;20670;48.8;;;;;;;;;;70.6;65.6;3.2;1.8;31.8;5.6;5.4;1.8;2.2;1.4;-13.4;12790;34130;2.7
57103;862;1916;29370;;;;;;;;;;;;;;;;;;;;;;;;
57104;770;1807;25070;;;;;;;;;;;;;;;;;;;;;;;;
57105;846;2152;22810;56.2;;;;;;;;;;72.1;66;2.4;3.7;25.9;13;3.3;1.6;1;0.7;-14.3;13690;37710;2.8
57106;973;2314;22520;55;;;;;;;;;;70.2;63.6;3.2;3.4;31.9;8.3;3.5;1.6;1.3;0.6;-13.9;13770;34300;2.5
57107;874;2229;22370;26.5;13.8;;;;;;;11.3;;30.3;25.7;2.1;2.5;19.4;53.8;3.3;1.4;1.2;0.7;-6.8;11340;40640;3.6
57108;908;2051;22200;23.9;18.7;;;;;;;;;27.3;22.1;2.6;2.6;19.9;56.6;3.1;1.1;1.1;0.9;-6.9;10130;42480;4.2
57109;1040;2542;23040;56.2;8.9;;;;;;;;;75.9;69;3.3;3.6;28.3;7.3;3.7;1.7;1.3;0.7;-15.2;13350;36590;2.7
57110;933;2284;21690;50.9;9.4;;;;;;;;;70.3;63.4;2.4;4.5;32.3;7.8;3.9;1.9;1.3;0.7;-14.3;12900;34270;2.7
57111;1073;2579;23380;58.5;;;;;;;;;;70.3;63;2.7;4.6;33.4;8.2;2.6;1.4;0.8;0.4;-14.5;14420;36980;2.6
57112;1079;2507;24420;45.6;;;;;;;;;;42.8;37.1;2.1;3.6;28.3;37.8;2;1;0.6;0.4;-10.9;13690;43350;3.2
57113;963;2167;18950;43.3;18;;;;;;;;33.7;66.6;59;2.9;4.7;30.4;9.1;7.4;2.6;2.8;2;-13.5;10680;33830;3.2
57114;1028;2739;24630;62.9;;;;;;;;;;79.3;71.3;2.3;5.7;23.1;10.9;2.8;1.6;0.7;0.5;-16.1;15130;40370;2.7
57115;1041;2317;25430;19;13.2;;;;;;;;;14.9;11.9;2.2;0.8;14.3;72.9;2.1;0.6;1.1;0.4;-4.2;11020;42830;3.9
57116;1284;3170;26190;53.7;;;;;;;;;;50.6;46.4;1.9;2.3;23.9;35.3;1.9;1.1;0.5;0.3;-11.7;15530;43060;2.8
57117;1112;2480;23330;58;8.1;;;;;;;;;84;78.2;2.5;3.3;24.1;8.6;1.5;0.6;0.6;0.3;-18.2;13820;46910;3.4
57118;1187;2880;22090;55.5;;;;;;;;;;78.5;69;2.7;6.8;26.8;6.1;3.6;2;1;0.6;-15;13970;34960;2.5
57119;1146;2525;22770;57.7;10.7;;;;;;;;;80.3;74.5;2.3;3.5;27.9;6.1;2.6;1;1;0.6;-16.9;12520;39840;3.2
57120;1066;2656;26150;65.7;;;;;;;;;;69;62.1;2.1;4.8;30.9;13.7;2.7;1.4;0.8;0.5;-16.3;15570;42990;2.8
57121;1110;2894;23070;56.9;7.7;;;;;;;;;73.9;67;2.4;4.5;26.2;11.3;3.5;2.2;0.9;0.4;-14.9;13940;37270;2.7
57122;1235;2745;20620;36.5;13.6;;;;;;;;;39.5;34.2;2.5;2.8;29.9;37.1;3.4;1.2;1.4;0.8;-9.9;11220;37690;3.4
57123;1211;2879;21600;50.1;10;;;;;;;;27.2;72.1;64.7;3.4;4;31.3;7.9;3.8;1.5;1.3;1;-15.1;12660;36320;2.9
57124;1275;2863;19880;43.4;20.3;;;;;;;12.7;37.7;65.9;56;3.8;6.1;33;10.1;5.7;1.8;2.3;1.6;-14.7;10360;34300;3.3
