CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
80117;1914;4323;19620;44.6;14.6;;;;;;;;29.1;71.2;63.6;3.4;4.2;29.2;7;6.7;2.5;2.7;1.5;-14.1;11510;31220;2.7
80118;2071;4593;18810;41.2;15.6;;;;;;;7.7;31.3;63.2;55.9;2.7;4.6;37;7.5;6;2.1;2.4;1.5;-13.7;11410;29470;2.6
80201;2119;5255;20410;52;9.7;;;;;;;6.1;23.2;70.8;63.4;2.8;4.6;32.5;5.7;5.1;2.6;1.7;0.8;-14.1;12680;31660;2.5
80202;2726;6034;17690;38.7;20.8;;28.9;26.9;21.1;;;7;36.7;64.4;56;3.7;4.7;33.8;7.3;9.5;2.9;4;2.6;-15;10380;29030;2.8
80203;2477;5465;17570;38.4;22.3;41.1;28.4;28.3;20.6;;;;34;65.1;56.5;4.2;4.4;31.1;7.1;10.4;3;4.6;2.8;-13.7;9980;30800;3.1
80204;2694;5824;17020;34.7;24.5;;31.7;29;25.5;;;8.9;40;60.6;50.7;3.8;6.1;34.4;7.7;10.7;3;4.7;3;-13.4;9510;29360;3.1
80205;2899;6509;18260;39.5;17.1;;23;21.1;16.2;;;6.8;32.7;62.7;55.6;3.3;3.8;35.1;6.9;7.9;2.6;3.4;1.9;-12.6;11080;28620;2.6
80206;2820;7079;18420;38.9;18.4;;20.4;20.6;16.9;;;10.6;36.2;71.8;64.2;4.6;3;26.6;5.4;8.3;3.3;3.2;1.8;-12.1;10610;28700;2.7
80207;3091;6940;17250;38.9;26.2;38.6;38.7;35;24.1;;;10.3;43;58.6;51;3.8;3.8;36.3;7.3;11;3.3;4.8;2.9;-13.2;9770;28850;3
80208;3305;7510;19940;46.9;13.8;;;12.5;15.1;;;5.8;26.2;70.2;63.8;3.3;3.1;30.9;6.7;6.6;2.4;2.6;1.6;-14.4;11430;32290;2.8
80209;4245;9099;17970;39.9;22.5;;33.1;29.6;22.9;10.9;;8;39;61.4;53;3.5;4.9;35.3;8.7;9.5;2.6;4.3;2.6;-14.9;10150;32830;3.2
80301;4354;9216;18340;41;20.3;34.3;29.2;24.4;18.6;12.7;;7.9;35.5;62.3;55;3.3;4;35.7;6.5;9;2.6;4.1;2.3;-13.5;10320;30340;2.9
80401;11586;24737;17840;40.5;23.8;41.1;33.5;29.4;22.4;12.9;9.1;8.3;37.4;61.9;52.6;3.2;6.1;33.6;9.5;10.1;2.5;4.9;2.7;-15.1;9630;32660;3.4
80601;66350;142260;18970;47.3;21.9;37.2;27;25.4;20.7;12.1;7.8;5.6;34.5;71.9;62.4;3.3;6.2;27.8;8.4;9;2.5;3.9;2.6;-17.1;9790;36160;3.7
81101;1121;2411;19330;38.9;13.5;;;;;;;;;58.1;50.6;3.1;4.4;39.2;10.2;5.2;2;2.1;1.1;-12.7;11390;30160;2.6
81102;1111;2410;19390;44.4;13.8;;;;;;;;26;66.2;58;2.4;5.8;34;9.9;4.1;1.5;1.6;1;-14.2;11700;31390;2.7
81103;1588;3410;19080;35.8;16;;;;;;;;30.1;61.4;53.1;3.3;5;33.7;11;7.2;2.2;3;2;-13.3;11100;31070;2.8
81104;2052;4671;19670;41.9;14;;;;;;;9.7;24;68.7;58.5;4;6.2;31;8.9;5.9;2.3;2.2;1.4;-14.5;11310;33770;3
81201;2696;6466;21810;51.9;8.7;;;;;;;5.7;19.3;68.9;59.9;3.2;5.8;33;9.4;4.1;2;1.3;0.8;-15.4;13060;34990;2.7
81202;2796;6553;19600;39.8;13.9;;;17.2;;;;8.2;29.8;65.7;57.1;3.3;5.3;33.8;7.2;6.4;2.8;2.1;1.5;-13.1;11580;30000;2.6
81203;3587;8727;21280;47.8;11.8;;;11.5;12.1;;;7.2;25.2;72.5;62.9;3.5;6.1;27.6;9.7;5.1;2.4;1.6;1.1;-14.9;11980;35640;3
81204;3594;9095;22440;54.2;8.7;;10.1;7.1;;;;5;19.8;81.6;75.2;2.9;3.5;22.1;7;4.5;2.5;1.2;0.8;-15.2;13280;35050;2.6
81301;5713;12788;20860;47.2;12.4;;12.4;13.8;13.1;9.5;;6.3;22.4;66.2;57.9;3.2;5.1;33.2;10;5.9;2.2;2.2;1.5;-15.3;11900;35260;3
81302;5490;12437;16920;31;23.3;;29.8;30;24;16.6;12.5;12.3;42.6;56.3;48.4;4.5;3.4;38.1;7.7;9.9;3.4;3.9;2.6;-12;9950;28110;2.8
81303;8259;18296;19260;41.7;17.3;21.4;18.9;19.4;20;13.2;11.6;9.6;31.2;64.8;56.7;3.5;4.6;33.5;9.1;7;2.6;2.6;1.8;-14.4;10630;33050;3.1
81304;8228;16938;18230;34.2;18.9;29.2;25.5;26.2;18.6;11.4;12.3;9.8;34.9;53.3;45.8;3.4;4.1;43.1;7.1;8.4;2.4;3.7;2.3;-11.9;10530;29150;2.8
81401;11149;24076;18800;39.1;18.1;26.2;27;23.5;18.8;11.8;10.3;10;41.4;56.2;47.7;3;5.5;41;10.1;6.6;2.2;2.7;1.7;-13.9;10770;32190;3
81501;25484;55835;19710;43.5;16.8;29.4;21.3;20.8;16.1;10.2;9.7;7.1;34.8;64;55.1;3;5.9;34.6;9.7;7.1;2.4;2.8;1.9;-15.4;10830;34780;3.2
81502;34234;71592;20610;47.9;15.5;31.7;22.1;19.1;15;7.8;7.8;5.8;31;61.4;52.1;2.8;6.5;37.4;10.8;6.4;1.9;2.7;1.8;-16;10980;36500;3.3
82101;1290;3454;19640;40.5;13.7;;;;;;;10.3;;72.3;65.8;3.5;3;26.8;6.6;6.5;3.4;2;1.1;-12.2;11420;29540;2.6
82102;1341;3113;20150;44.7;15.3;;;;;;;10.4;31.8;67.7;56.1;2.9;8.7;31.6;8.8;5.5;2.3;2;1.2;-13.6;11110;32560;2.9
82103;1629;3583;18710;37.8;19.1;;;;;;;11.8;33.6;60.2;51;2.9;6.3;35;10.9;7.3;2.4;3.1;1.8;-13.4;10420;31220;3
82104;2080;4861;20860;44.6;11.4;;;;;;;6.8;22.2;77.3;69.4;3.2;4.7;24.4;7;5.5;2.6;1.6;1.3;-14.2;12130;32980;2.7
82105;2132;5307;19020;39.6;16.2;;21.8;16;;;;8.7;30.5;67.4;59.5;3.6;4.3;30;7.9;8;3.1;3.1;1.8;-13.3;10740;31030;2.9
82201;2490;6231;20270;46.2;11.5;;;11.5;;;;7.1;21.3;73.3;65.7;3.2;4.4;27.8;7;6.2;2.9;2;1.3;-14.3;12350;31510;2.6
82202;3361;7245;18580;40.7;19.8;;24.1;24.7;19;12.5;;10.7;32.3;61.6;53.5;3.4;4.7;35.1;8.5;7.9;2.4;3.4;2.1;-13.1;10480;32270;3.1
82203;3779;8075;18430;38.2;19.2;;21.7;22.8;21.7;13.6;;9.9;32;58.1;49.6;3.2;5.3;37.7;9.5;8.3;2.6;3.4;2.3;-13.6;10520;31440;3
82204;3908;10213;20450;45.7;13.2;;13.9;15;12.4;;;8.5;28.9;75.6;67.4;3.6;4.6;24.8;7.7;5.6;2.9;1.6;1.1;-13.7;11670;32080;2.7
82401;11381;26704;17870;37.1;23.3;31.1;28.8;28.9;22.2;16.9;14.7;12.4;40.2;61.7;52.3;3.9;5.5;33.6;9.1;8.7;3.1;3.4;2.2;-13.1;9650;30950;3.2
82501;34711;78783;20160;47.5;16.9;25.6;20.7;19.5;16.3;11.6;10.4;7.4;32;69.4;59.9;3.2;6.3;29.9;9.8;7;2.4;2.8;1.8;-16.1;10740;35450;3.3
83101;1055;2629;20520;46;13.9;;;;;;;;;69.6;58.8;4.3;6.5;32.3;7.5;5.5;2.6;1.9;1;-14.9;11120;34070;3.1
83102;1146;2655;22750;55.7;12.5;;;;;;;9.6;;62.9;52.3;3.8;6.8;37.7;13;3.3;1.5;1.2;0.6;-16.9;11710;38760;3.3
83103;1041;2662;22020;53.6;13.5;;;;;;;;;70.1;59.7;3.6;6.8;32;10.7;4.2;2;1.4;0.8;-17;11480;36920;3.2
83104;1068;2616;21910;50.9;10.4;;;;;;;;;65.3;56.8;3.4;5.1;36.2;9.2;4.4;2.1;1.5;0.8;-15.1;12590;34650;2.8
83105;1059;2662;25850;62.8;9.3;;;;;;;;;75.1;66;2.7;6.4;30;12.3;2.4;1.2;0.8;0.4;-19.8;13160;44080;3.3
83106;1395;3180;21650;53.1;16.3;;;;;;;10.7;27.7;66.5;53;3.8;9.7;27.8;24;3.4;1.4;1.2;0.8;-21.7;10390;41040;3.9
83107;1214;3125;21190;49.6;12.1;;;;;;;;24.6;76;66.7;4.6;4.7;24.3;9.3;4.9;2.4;1.5;1;-14.5;11650;34200;2.9
83108;1383;3440;20370;48.5;12.9;;;;;;;8.5;24.5;68.5;58.7;3.7;6.1;30.3;12.7;4.9;2.5;1.4;1;-16.4;11500;35250;3.1
83109;1371;2914;18140;38.7;19.6;;;;;;;14;30.5;55.4;46.8;3.3;5.3;41;10.1;7.4;2.3;3.2;1.9;-13.9;10170;31200;3.1
83110;1837;5046;22370;52.7;8.4;;;;;;;6.9;;73.6;65.7;3.6;4.3;28.9;9.3;4.2;2.6;1.1;0.5;-16;13350;35000;2.6
83111;1795;4415;20860;48.6;10.3;;;;;;;6.9;19;71.8;62;3.7;6.1;28.4;9.2;5.3;2.6;1.7;1;-14.7;12570;33100;2.6
83112;1731;4122;21640;52.7;11.3;;;;;;;;20.7;72.4;64.6;3.2;4.6;25.5;13;4.3;2;1.4;0.9;-15.2;12270;36360;3
83113;1839;4263;19260;42.8;18;;;;;;;12;29;63.6;55.1;3.7;4.8;34.4;8.8;7.1;2.7;2.9;1.5;-13.9;10540;30640;2.9
83114;1781;3772;19070;43.6;20.8;;;25.6;27.4;;;13.2;35.5;58.3;47.3;3.2;7.8;39.3;11.8;6;2;2.6;1.4;-15.4;9420;33130;3.5
83115;2012;4956;21430;50.5;11.2;;;;;;;8;26.7;66.9;57.5;3.9;5.5;35.9;8.2;4.3;2.2;1.4;0.7;-15.3;12350;34500;2.8
83116;1781;4320;23810;56.8;7.9;;;;;;;;;70.4;61.4;4;5;33;10.2;3.3;1.8;0.9;0.6;-16.9;13310;38960;2.9
83117;1821;4352;21240;48.5;12.4;;;;;;;8.8;24.4;68.7;59.6;4.2;4.9;33.5;7.5;4.6;2;1.6;1;-14.3;11720;33000;2.8
83118;2047;5336;24850;60.8;9;;;;;;;5.2;22.4;81.6;73;3;5.6;23.4;9.5;3.5;1.8;1.1;0.6;-18;13380;40590;3
83119;2119;5143;20410;46.4;15.3;;;;;;;10;30.3;68.5;58.8;4.1;5.6;31.8;10.7;5.5;2.4;2;1.1;-16.5;11050;34510;3.1
83201;2373;5740;23310;57.4;7.5;;;;;;;;16.7;71.5;62.5;2.7;6.3;31.6;9.1;3.6;1.7;1.2;0.7;-15.8;13810;37110;2.7
83202;2906;6333;19350;43.5;19;;22;21.5;23.9;13.8;;12.3;32.4;55.5;43.7;3.5;8.3;40.9;12.9;6.1;2;2.7;1.4;-15.4;10140;33870;3.3
83203;2338;5469;23250;57.4;8.5;;;;;;;5.2;24.3;57.3;49.5;3.2;4.6;46.3;9.2;3.4;1.4;1.3;0.7;-16.2;13170;36650;2.8
83204;3159;6680;19890;45.2;18;;;21.6;22.4;13;;12.1;32.6;51.4;40.7;3.3;7.4;45.7;13.2;5.3;1.7;2.3;1.3;-15.6;10010;35060;3.5
83205;4032;10108;23210;57.5;13.4;;15.4;12;14.1;13.6;;8.3;28.9;73.3;62.5;3.4;7.4;29.1;12.5;3.3;1.6;1.1;0.6;-18.2;11290;41250;3.7
83206;4414;10783;20350;45.4;15.2;;18.2;16.2;13.3;12.3;;10.4;28.7;68.2;59.7;3.7;4.8;31.8;8.7;6;2.8;2;1.2;-14.7;10870;32970;3
83207;5554;11110;21620;57.7;14.6;;18.8;20.3;17.2;11;;8.2;23.9;55;43.2;3.5;8.3;44.1;17.5;3.2;1.2;1.3;0.7;-19.8;10960;41260;3.8
83301;4871;11160;20760;51.1;16.2;;20.3;18.9;17.8;10.8;13;10.1;28.6;62;51.2;3.5;7.3;37.4;13.6;4.4;1.9;1.6;0.9;-17.4;10640;37760;3.5
83302;4897;10194;21980;55;11.3;;;17;11.9;8.3;;6.4;20;52.6;42.9;3.1;6.6;47.7;13.9;3.4;1.2;1.4;0.8;-17.6;12130;38410;3.2
83303;4772;10595;21030;50.8;17.1;;23;23.4;18;11.6;;10.1;34;56.3;45.8;3.2;7.3;43.4;12.6;4.4;1.5;1.9;1;-16.7;10550;37750;3.6
83304;4563;9053;23680;61.8;13.9;;;17;14.5;12.3;;9.7;18.2;62;47.5;3.4;11.1;29.6;35.1;1.8;0.7;0.7;0.4;-28.5;11130;53630;4.8
83305;5202;11613;19630;50.8;16.7;;15.5;17.2;17.1;18.8;;9.5;25.1;74.5;61.4;5.7;7.4;25.7;11;4.8;1.9;1.8;1.1;-16;10690;33460;3.1
83306;7146;16185;22450;58.6;11.2;;11.6;14.4;12.4;9.3;;6.9;21;63.1;52.3;3.4;7.4;39.2;14.4;3.1;1.3;1.2;0.6;-19.8;12190;40570;3.3
83307;5607;12688;19600;44.6;18.2;;23.6;19.9;20.8;13.2;;9.3;32.1;61.3;52.7;3.5;5.1;37.1;9.5;6.6;2.5;2.5;1.6;-14.5;10330;32570;3.2
83308;7324;14332;21260;54.4;14.5;;17.8;19.7;19.5;10.5;9.8;8.1;24.3;48;37;3.4;7.6;48.5;20.2;3.3;1;1.5;0.8;-20;11250;41530;3.7
83309;7136;17782;22100;52.3;12;;14.8;12.4;12.1;9.2;;6.9;24;72.9;63.4;3.7;5.8;29.6;9.3;4.5;2;1.5;1;-16.3;11840;36680;3.1
83310;9238;18703;21320;57.2;14.9;;17;20.7;16.9;12.1;7.8;9;22.1;57.2;44.8;3.7;8.7;40.2;21.6;3;1.1;1.2;0.7;-22;10830;44640;4.1
83401;9632;22510;18980;42.5;20.1;31.4;24.9;23.1;19.7;15.3;11.2;8.6;35.2;63.4;54.6;3.9;4.9;33.5;10.3;7.7;2.8;2.9;2;-14.9;10010;33230;3.3
83501;35209;80736;20120;48.1;17.5;24.9;21.8;21.4;18;12;9.5;8.1;31.1;64.5;54.8;3.5;6.2;34.7;10.8;6.2;2.3;2.4;1.5;-16.2;10350;34620;3.3
83502;47371;98200;21300;54.8;15.1;20.9;20.4;20.6;17.9;10.6;7.4;7.9;25.8;55.2;45.5;3.3;6.4;44.4;15.1;4.2;1.4;1.8;1;-18.9;11010;39790;3.6
84101;1095;2478;20260;46.7;15.6;;;;;;;;26.3;68.4;56.1;4.2;8.1;28.4;12.9;5.8;2.4;2;1.4;-15.5;11240;35120;3.1
84102;1148;2776;22330;57.4;9.8;;;;;;;;;73.3;63;3.2;7.1;30.4;9;3.6;1.8;1;0.8;-16.3;12690;37270;2.9
84103;1424;3057;20530;48.6;16.5;;;;;;;11.5;27.3;55.3;43.5;3.6;8.2;41.8;14.4;4.5;1.6;1.8;1.1;-16;10790;36750;3.4
84104;1260;3200;22890;56.8;10.9;;;;;;;;;78.5;68.6;3.6;6.3;25.1;9.6;3.4;1.9;0.9;0.6;-16.6;12230;38430;3.1
84105;1651;3637;21960;56.5;13.4;;;;;;;9.3;25.7;59.2;44.5;3.2;11.5;40.7;16.1;3.2;1.4;1.1;0.7;-19.2;11070;38490;3.5
84106;1520;3668;19070;44.6;17.3;;;;;;;9.8;32.4;69.7;62.1;4.1;3.5;30.1;6.5;7.1;2.9;2.5;1.7;-13.4;10850;30560;2.8
84107;1593;3862;19780;45.5;15.9;;;;;;;8.3;34.1;70.6;64;3.3;3.3;29.1;8.8;6.2;2.7;2;1.5;-14.7;10770;32680;3
84108;1666;3914;22640;53.4;13.3;;;;;;;;25.4;69;59.4;3;6.6;30.5;14;4.3;1.8;1.5;1;-17.8;11400;41650;3.7
84109;1844;4097;18920;41.8;18.6;;;23.5;;;;14.8;26.2;59.5;48.4;3.9;7.2;35.9;13.7;5.5;2.1;2;1.4;-14.6;10020;32750;3.3
84110;2040;5027;21960;56;12.7;;;;;;;8.9;23.5;73.4;64.5;3.3;5.6;29.2;10.7;4.2;1.8;1.6;0.8;-17.5;11490;38450;3.3
84111;2105;5341;20970;51;11.5;;;;;;;8;19.4;74.7;62.9;3.2;8.6;26.2;9.5;4.8;2.5;1.2;1.1;-15.2;12040;34210;2.8
84201;3114;7619;20960;50.8;10.4;;;;;;;6.6;20.5;71.8;62.6;3.6;5.6;29.6;9.5;4.7;2.3;1.4;1;-15.6;12520;34270;2.7
84202;3600;8324;21200;48.6;13.3;;;11;13.6;13.5;;8.4;24.9;66.6;56.7;3.3;6.6;33.9;11.5;4.1;1.9;1.3;0.9;-16.1;11510;37310;3.2
84203;3798;7981;19560;46.5;19.1;;27.5;23.4;19.8;15;;11.8;28.6;54.4;41.9;3.6;8.9;42.7;14.6;5.4;1.7;2.1;1.6;-17.1;10460;36700;3.5
84204;4146;9416;17490;39.3;25.1;;29.2;33.5;26.5;19.7;;13.6;39.2;57.3;47.4;4.2;5.7;37.7;9.9;8.6;3;3.1;2.5;-13.5;9760;30790;3.2
84301;5903;14411;18060;41.3;23.2;26.9;27.8;29.4;21;21;;12.5;37.9;65.1;57.5;4.1;3.5;31.7;7.6;8.7;3.2;3.3;2.2;-13.1;9590;31220;3.3
84302;6758;14797;18220;41.5;21.7;31.1;33.1;25.8;22;15.7;10.9;10.6;35.9;56.9;46.9;4.1;5.9;38.5;12;7.3;2.5;2.8;2;-14.7;9960;32110;3.2
84303;8771;19577;21010;50.4;14.8;22.8;16.2;16.9;13;12.9;10.4;6.1;26.2;71.4;63.1;3.7;4.6;29.4;10.5;5.3;1.9;2;1.4;-16.6;11150;36240;3.3
85101;1479;2959;21050;52.2;8.3;;;;;;;;;37.1;30.2;3.3;3.6;63.6;9.6;3.4;1.3;1.2;0.9;-13.7;13210;32140;2.4
85102;1192;3145;21800;48.6;;;;;;;;;;84;77.5;2.8;3.7;18.2;6.6;4.5;3;0.8;0.7;-13.3;14570;31420;2.2
85103;1176;2801;20190;42;10.4;;;;;;;;;62.2;54.8;3.1;4.3;37;8;5.6;2.7;1.7;1.2;-12.8;12460;30650;2.5
85104;1728;3287;22520;55.9;10.2;;;;;;;;;42.3;32.4;3.1;6.8;56.5;15.6;2.8;0.8;1.2;0.8;-17.2;12610;38780;3.1
85105;1522;3512;20260;43.9;8.7;;;;;;;;;65.4;56.4;3.3;5.7;34.6;7.9;4.7;2.4;1.4;0.9;-12.6;12990;30090;2.3
85106;1289;3277;20250;42.4;8.2;;;;;;;;;79.3;71.2;3.2;4.9;21.8;7.4;4.8;3.1;0.9;0.8;-13.3;13360;30470;2.3
85107;1241;3118;20780;44.8;;;;;;;;;;77.5;70.3;2;5.2;24.4;7.1;4.4;2.8;1;0.6;-13.4;13970;30780;2.2
85109;1444;3242;19800;42.5;9.9;;;;;;;;;62.7;53.7;3.3;5.7;36.8;8.7;4.9;2.3;1.4;1.2;-13.1;12680;30260;2.4
85110;1458;3745;21410;50.2;6.8;;;;;;;;;83;73.8;2.7;6.5;19.8;6;5.2;3.1;1.2;0.9;-14;13790;30880;2.2
85111;1363;3431;20520;45.9;7.9;;;;;;;;;76.8;68.3;2.7;5.8;22.8;8.7;5.1;3.1;1.1;0.9;-13.4;13510;31080;2.3
85112;1608;3127;20480;50.7;13.9;;;;;;;11.2;;50.7;38.5;3.1;9.1;49.7;13.3;3.4;1.1;1.6;0.7;-17.1;11430;37600;3.3
85113;1347;3323;20400;43.8;7.3;;;;;;;;;78.4;69.8;2.8;5.8;22.9;6.5;4.6;2.8;1;0.8;-12.4;13390;30140;2.3
85114;1578;2832;20660;47.9;9.5;;;;;;;;;35.9;26.4;2.4;7.1;64.2;12.5;2.7;0.8;1.1;0.8;-15.3;12820;35000;2.7
85115;1546;3928;20560;45.7;6.7;;;;;;;;;78.2;70.3;2.6;5.3;22.4;6.9;5.2;3.3;1.1;0.8;-12.7;13550;29710;2.2
85116;1536;3764;20350;45;8.6;;;;;;;;;77.2;70;2.5;4.7;24.1;6.7;5.1;2.8;1.3;1;-13.1;13300;29410;2.2
85117;1303;3242;21280;49;;;;;;;;;;75;66.9;2.5;5.6;27.7;6.8;4.5;2.7;1;0.8;-14;14700;33800;2.3
85118;1632;3972;21530;51.4;7.2;;;;;;;;;72.7;64.7;2.1;5.9;30;8.4;4;2.1;1.1;0.8;-15.1;13660;35250;2.6
85121;2392;4372;23550;60.4;6.9;;;;;;;;;33.5;25.3;2.2;6;67.7;13.6;2;0.6;0.9;0.5;-16.8;14080;37580;2.7
85122;1906;3851;19880;43.4;10.8;;;;;;;7;22.7;49.2;37.7;3;8.5;49.5;11.6;3.7;1.5;1.3;0.9;-14;12430;31040;2.5
85123;1648;3612;19040;36.9;11;;;;;;;;27;60.7;53.1;2.3;5.3;37.3;8.5;6.4;2.5;2.4;1.5;-12.9;12210;28710;2.4
85124;1682;4393;22400;57;5.5;;;;;;;;;81.8;76.6;2.2;3;22.6;7.1;3.8;2.4;0.8;0.6;-15.3;14740;34200;2.3
85125;2010;5017;20500;43.6;8;;;;;;;;17;75.9;67.7;3.6;4.6;26.1;6.1;5.4;3;1.4;1;-13.5;13210;30700;2.3
85126;1800;4728;22210;53.6;5.9;;;;;;;;;76.5;70.2;2.5;3.8;25.8;9.2;4.1;2.5;0.9;0.7;-15.6;14080;33200;2.4
85127;1920;4994;23650;62.5;;;;;;;;;;75.1;68;2.1;5;29.8;8.8;3.1;2.1;0.5;0.5;-16.8;15650;36350;2.3
85128;2079;5155;20370;46.6;8.2;;;;;;;6;;72.8;64.2;3;5.6;26.5;10.6;4.5;2.6;1.1;0.8;-14.4;13280;31220;2.4
85129;2070;5275;21420;51;7.3;;;;;;;;22.8;76.4;69.8;2.6;4;26.8;7;4.4;2.7;0.9;0.8;-14.6;13860;32580;2.4
85131;2374;4629;21550;54.1;11;;;;;;;7.7;21.2;51;37.7;2.8;10.5;47;17.5;2.5;1;0.9;0.6;-18;12280;43320;3.5
85132;2182;4788;21090;54.6;8.9;;;;;;;6.3;;57.4;46.5;3;7.9;40.9;16.5;2.6;1.3;0.8;0.5;-17.4;13240;37860;2.9
85201;2356;5439;20370;46;9.3;;;;;;;;26.7;68.8;61;2.5;5.3;30.6;10.6;5.1;2.5;1.4;1.2;-15.1;12930;30910;2.4
85202;2430;5991;21150;50.7;6.7;;;;;;;;22.7;75.1;67.5;2.5;5.1;26.6;9;4.4;2.4;1.1;0.9;-15.1;13960;33330;2.4
85203;3904;7925;22140;55.6;9.1;;;;;;;5.6;20.4;44.4;36.3;3.1;5;56.3;11.5;3;1.2;1.1;0.7;-15.2;13110;34730;2.6
85204;3656;8113;21840;54.6;8.7;;;13.1;;;;5.6;19.6;58.2;48.9;3.1;6.2;42.2;13.4;3.4;1.6;1;0.8;-17.2;13230;37140;2.8
85205;3232;8510;21680;51.9;5.7;;;;;;;5;15.5;78.5;71.9;2.4;4.2;22.7;9.4;4.6;2.8;1;0.8;-15.2;14280;33360;2.3
85206;3904;9797;20870;46.7;7.3;;;8.4;;;;5;15.3;76.7;69.5;2.7;4.5;24.6;7.9;4.9;2.8;1.1;1;-14.1;13550;31950;2.4
85207;3606;8331;19770;40.9;10.6;;;12.5;;;;6.2;25.4;67.9;61.2;2.6;4.1;31.4;7.8;5.8;2.8;1.8;1.2;-12.9;12440;30190;2.4
85208;4629;9233;19710;43.2;14.5;;27.5;18.3;16.6;;;6.1;29.2;54.4;45.6;2.9;5.9;44.4;9.4;6.3;1.7;2.8;1.8;-14.5;11230;33000;2.9
85209;2498;6336;19920;40.3;8.5;;;;;;;5.8;21.7;76.4;67.2;2.8;6.4;23.8;7.2;5.1;3.1;1.1;0.9;-12.5;13100;29270;2.2
85210;2613;6731;21610;54.2;6.8;;;;;;;5;19;76.6;68.8;2.9;4.9;26.3;8;4.3;2.6;1;0.7;-15.2;13980;33120;2.4
85211;2378;6197;21490;52.4;6.2;;;;;;;;16.8;80.7;75.2;2.8;2.7;22.2;6.7;4.4;2.8;0.9;0.7;-14;14170;32440;2.3
85212;3463;8925;20920;47.1;7.1;;;;;;;5;15.1;80;73.5;2.6;3.9;19.9;9;5;3;1.2;0.8;-13.9;13760;30940;2.2
85213;2208;5527;20970;45.6;5.1;;;;;;;;;73.6;65.5;2.3;5.8;26.9;8.8;4;2.5;0.8;0.7;-13.3;14660;30520;2.1
85301;6928;13841;20680;51.1;11.6;;14.9;16.3;14.7;6.4;;6.9;24;50.9;41.5;3.4;6;48.7;13;3.7;1.4;1.3;1;-16.3;12150;35370;2.9
85302;8025;20076;21850;51.5;5.8;;6.2;5.6;5.3;;;5;15.8;79.8;73.3;2.5;4;21.8;9.2;4.3;2.6;0.9;0.8;-15.1;14330;33610;2.3
85303;6656;15622;20830;49.5;9.2;;11.7;10.7;9.9;;;5;22.8;75.4;67.5;2.8;5.1;26.4;8.6;4.8;2.4;1.4;1;-15.2;13030;33290;2.6
85304;7587;15925;19910;44;15.1;29.1;22.8;19;15.2;8.3;;5.8;33.4;59.9;51.4;3;5.5;39.3;9.3;6.3;2;2.6;1.7;-14.8;11240;33730;3
85401;13891;27718;22120;55.4;8.1;;11.3;11.9;11.2;5;5.1;5;16.6;48.5;41.4;2.8;4.3;51.3;13;3.1;1.2;1.1;0.8;-15.9;13420;36620;2.7
85402;12898;28345;20750;49.3;9.7;14.1;10.8;13.1;10.2;5.8;7.7;6.1;18.6;60.6;52.5;3.1;5;38.7;12.1;4.4;1.8;1.5;1.1;-15.8;12740;34390;2.7
85403;23634;45493;22480;55.3;9;15.2;12;13.7;12.2;5.2;5.2;5;18.6;49.9;41.1;2.8;6;50.3;14.6;3.2;1;1.3;0.9;-18;12970;39750;3.1
85501;24450;49904;20510;47.7;13.8;22.7;18.6;17.9;12.3;7.5;5;5;27.5;68.8;60.8;3;5;32.1;8.6;6.8;2.1;2.7;2;-16.3;11540;34980;3
86101;943;2082;18090;38.3;20.5;;;;;;;;37.2;64.7;56.4;3;5.3;32.2;8.1;8.6;3;3.2;2.4;-13.6;10340;30270;2.9
86102;1098;2400;18530;36.8;15.6;;;;;;;;31.1;62.3;56.8;3.1;2.4;35.8;7.4;6.6;2.5;2.4;1.7;-12.1;11090;28910;2.6
86103;1145;2428;19550;42.9;13.8;;;;;;;;;62.2;55.4;2.8;4;36.7;9.2;5.8;2.4;2;1.4;-13.9;11860;31340;2.6
86104;1116;2798;24860;68;;;;;;;;;;77.1;69.4;1.8;5.9;30.5;7.5;2.7;1.6;0.6;0.5;-17.8;15980;40100;2.5
86105;1322;2942;20040;41.8;13.4;;;;;;;;29;65.5;56.8;2.1;6.6;34.7;8.1;5.4;2.3;1.7;1.4;-13.7;11680;30930;2.6
86106;1200;2867;22210;54.6;7.2;;;;;;;;;74.5;67.3;2.6;4.6;29.9;7.6;4.1;2;1.3;0.8;-16.1;13860;33740;2.4
86107;1626;3668;20420;43.8;9.6;;;;;;;;17.5;70.3;62.9;2.8;4.6;29.7;9;5.5;2.2;1.9;1.4;-14.5;12810;32800;2.6
86108;1423;3007;19690;42.7;12.9;;;;;;;;24.9;62.7;56.7;2.7;3.3;37.4;8.4;4.8;1.8;1.8;1.2;-13.3;11710;31900;2.7
86109;1340;2937;19900;44.2;11.5;;;;;;;;;63.9;57.2;3.4;3.3;35.9;8.3;4.9;2.1;1.6;1.2;-13;12360;30330;2.5
86110;1486;3599;20900;51;7.9;;;;;;;;;73.1;66.7;2.8;3.6;28.7;8.5;4.4;2.4;1.1;0.9;-14.7;13250;32600;2.5
