bureau vote;nom bureau vote;circonscription;inscrits;abstentions;votants_urne;votants_emarg;blancs;nuls;exprimes;Emmanuel Macron;Marine Le Pen;Geo Shape;geo_point_2d
123;ECOLE MATERNELLE LAREVELLIERE;01;1103;352;751;751;57;11;683;517;166;"{""coordinates"": [[[-0.5366123462493468, 47.46722314584882], [-0.5362991324967183, 47.46608535112587], [-0.5343462575340835, 47.4663538672119], [-0.5330908312879169, 47.466747413808854], [-0.5310260354041466, 47.46733813067786], [-0.5299711806162767, 47.46780123123318], [-0.5320025393110276, 47.46889486363791], [-0.5384531244986596, 47.471497883262074], [-0.5381861692150619, 47.471146711794006], [-0.5373351244016865, 47.47039402669052], [-0.5373425838719625, 47.47016122308136], [-0.5385514623920522, 47.468492910959064], [-0.535636488999147, 47.46749398400704], [-0.5366123462493468, 47.46722314584882]]], ""type"": ""Polygon""}";47.468401049277354, -0.5347783388325764
201;ECOLE CHARLES BENIER;02;871;203;668;668;47;11;610;506;104;"{""coordinates"": [[[-0.5586305159928046, 47.45879294892545], [-0.5600747549691889, 47.45934953705876], [-0.5605897058571141, 47.45959027447741], [-0.5618842326454164, 47.46016874706424], [-0.5617126130645468, 47.460430752899526], [-0.5613498336787343, 47.46066353966108], [-0.5627927088295017, 47.46242724434552], [-0.5632597075453252, 47.46288267088708], [-0.5633410493559052, 47.462856208866754], [-0.5643655519402777, 47.462286667795134], [-0.5647086792963465, 47.461970829134245], [-0.5655071391752882, 47.4612742737238], [-0.5701040168930468, 47.46394215702407], [-0.5708623015311288, 47.46235277283782], [-0.5717528950896417, 47.46125254180988], [-0.5726610273985586, 47.45997941762954], [-0.5729724283612346, 47.459193069796676], [-0.5730726840794633, 47.45842982462083], [-0.5728399418495171, 47.457837883502584], [-0.5724222529953021, 47.45725166612592], [-0.5717013639679095, 47.4567308365836], [-0.5703327967502366, 47.45593622904094], [-0.5685961413333008, 47.454880968213494], [-0.5670220478642561, 47.45610819303882], [-0.5656916938593274, 47.45585954078937], [-0.5651673394803728, 47.45639600367257], [-0.5641685249545548, 47.45771031492799], [-0.5630791219570301, 47.45696724235223], [-0.5636975805526654, 47.45655664519843], [-0.5631820865483365, 47.45619879345153], [-0.5630369430253329, 47.45620219343031], [-0.5624834370893476, 47.45660141799484], [-0.5616983991424745, 47.45608250907349], [-0.5601515625696539, 47.456828057203715], [-0.5596881728141029, 47.457155965803715], [-0.5593348753417778, 47.45748047759711], [-0.559124691532894, 47.45774754065095], [-0.5588765965621931, 47.458158128734986], [-0.5586389893743069, 47.45877080746573], [-0.5586305159928046, 47.45879294892545]]], ""type"": ""Polygon""}";47.45914006946063, -0.566626700657247
202;ECOLE CHARLES BENIER;02;1379;333;1046;1046;92;21;933;753;180;"{""coordinates"": [[[-0.5685961413333008, 47.454880968213494], [-0.5655139057287227, 47.45300636051676], [-0.5605655786323599, 47.45062649547781], [-0.5568223585519365, 47.45441671712344], [-0.5567034061895122, 47.4548586177305], [-0.5565025325796382, 47.454876242738564], [-0.5542043799431522, 47.457023850200066], [-0.553992206440722, 47.45703344459538], [-0.5539659021647011, 47.45709863446704], [-0.5586011331172491, 47.45886958018087], [-0.5586389893743069, 47.45877080746573], [-0.5588765965621931, 47.458158128734986], [-0.559124691532894, 47.45774754065095], [-0.5593348753417778, 47.45748047759711], [-0.5596881728141029, 47.457155965803715], [-0.5601515625696539, 47.456828057203715], [-0.5616983991424745, 47.45608250907349], [-0.5624834370893476, 47.45660141799484], [-0.5630369430253329, 47.45620219343031], [-0.5631820865483365, 47.45619879345153], [-0.5636975805526654, 47.45655664519843], [-0.5630791219570301, 47.45696724235223], [-0.5641685249545548, 47.45771031492799], [-0.5651673394803728, 47.45639600367257], [-0.5656916938593274, 47.45585954078937], [-0.5670220478642561, 47.45610819303882], [-0.5685961413333008, 47.454880968213494]]], ""type"": ""Polygon""}";47.454844868737986, -0.56111975924492
203;ECOLE CHARLES BENIER;02;1007;317;690;691;50;12;628;495;133;"{""coordinates"": [[[-0.5542043799431522, 47.457023850200066], [-0.5565025325796382, 47.454876242738564], [-0.5567034061895122, 47.4548586177305], [-0.5568223585519365, 47.45441671712344], [-0.5605655786323599, 47.45062649547781], [-0.5605338631265425, 47.45061081606316], [-0.5612605110291239, 47.450032834285764], [-0.5596991700343266, 47.44923469315416], [-0.5585647032588996, 47.45010149030748], [-0.5569320902865559, 47.450159021322634], [-0.5542990935799231, 47.45043435924609], [-0.5527625823284954, 47.45057927345186], [-0.553992206440722, 47.45703344459538], [-0.5542043799431522, 47.457023850200066]]], ""type"": ""Polygon""}";47.45247206810927, -0.5561550300696159
204;ECOLE MATERNELLE J.J.ROUSSEAU;02;1011;495;516;516;33;8;475;310;165;"{""coordinates"": [[[-0.5667638082365238, 47.45190028517304], [-0.5684056255952186, 47.44922127439586], [-0.5675364939177301, 47.44881719907101], [-0.5665771491914121, 47.449759614293534], [-0.5633569008625245, 47.44817276686558], [-0.5619106454215624, 47.449499798927], [-0.5612605110291239, 47.450032834285764], [-0.5605338631265425, 47.45061081606316], [-0.5605655786323599, 47.45062649547781], [-0.5655139057287227, 47.45300636051676], [-0.5667638082365238, 47.45190028517304]]], ""type"": ""Polygon""}";47.45051344422737, -0.5645638227584796
205;ECOLE MATERNELLE J.J ROUSSEAU;02;1148;439;709;709;65;16;628;454;174;"{""coordinates"": [[[-0.5595645097498131, 47.446336597549646], [-0.558391597648906, 47.44756376064543], [-0.556345104219953, 47.44797683747865], [-0.5588244287737176, 47.44917964162566], [-0.5592195961124536, 47.44900132717602], [-0.5596991700343266, 47.44923469315416], [-0.5612605110291239, 47.450032834285764], [-0.5619106454215624, 47.449499798927], [-0.5633569008625245, 47.44817276686558], [-0.5618728685318511, 47.44745429712363], [-0.5595645097498131, 47.446336597549646]]], ""type"": ""Polygon""}";47.44820990101326, -0.5601946419042331
206;ECOLE MATERNELLE J.J.ROUSSEAU;02;885;252;633;633;56;13;564;432;132;"{""coordinates"": [[[-0.572339612918726, 47.44175492610709], [-0.5723074996133088, 47.44177672027018], [-0.5713265795921442, 47.44260045413907], [-0.5701945711869868, 47.44527401677125], [-0.5697976973966412, 47.44651997426368], [-0.5692357384713805, 47.44774708368993], [-0.5684056255952186, 47.44922127439586], [-0.5667638082365238, 47.45190028517304], [-0.5655139057287227, 47.45300636051676], [-0.5685961413333008, 47.454880968213494], [-0.5703327967502366, 47.45593622904094], [-0.5717013639679095, 47.4567308365836], [-0.5724222529953021, 47.45725166612592], [-0.5728399418495171, 47.457837883502584], [-0.5730726840794633, 47.45842982462083], [-0.5729724283612346, 47.459193069796676], [-0.5726610273985586, 47.45997941762954], [-0.5717528950896417, 47.46125254180988], [-0.5708623015311288, 47.46235277283782], [-0.5701040168930468, 47.46394215702407], [-0.5727390477442809, 47.46543998601068], [-0.5746343921598173, 47.463592164124485], [-0.5758353043996284, 47.461529096257834], [-0.5768907397515539, 47.45928665174131], [-0.5766499492811794, 47.45889324123215], [-0.5773302487318172, 47.456877434763506], [-0.5778557358854849, 47.45597332165692], [-0.5783795427154405, 47.45506817692404], [-0.5790010661952175, 47.45481731511491], [-0.5799429011571993, 47.45443612734244], [-0.5824019751964851, 47.45344084537075], [-0.5826927694773614, 47.45330404745463], [-0.5841382196223871, 47.45262787439044], [-0.5855510215659261, 47.451671219547045], [-0.585948088972371, 47.45154362726927], [-0.5874043881646421, 47.4510725531456], [-0.588262462179904, 47.451062536390054], [-0.5890893199973858, 47.45063387926685], [-0.5889936142273479, 47.450600567784555], [-0.588940423149629, 47.45058349273025], [-0.5885717297645863, 47.45049626919185], [-0.5883477824831884, 47.450445153993414], [-0.5882682757281901, 47.45042367429103], [-0.5882210450421982, 47.45040443263619], [-0.5880186605437252, 47.450308975128046], [-0.5876661863656667, 47.45014542761061], [-0.5874675296607879, 47.45003634672717], [-0.5870056562219697, 47.44977030627815], [-0.5869019181924294, 47.449732020245584], [-0.5862249633920231, 47.44950075497085], [-0.5851207918894236, 47.4488361407985], [-0.5839921483315618, 47.44817236682308], [-0.5831331488232409, 47.4476466219765], [-0.5827361891903654, 47.44736819506613], [-0.5819752758286874, 47.44688919127259], [-0.5815542157479676, 47.4466842639173], [-0.5811972314618964, 47.44654370889307], [-0.5794834148662512, 47.445916690260695], [-0.5790048593338238, 47.445630427246776], [-0.5786791162032745, 47.44549826044391], [-0.5784954210051794, 47.44545308223575], [-0.5783326210891605, 47.445398881781266], [-0.5783538651064893, 47.44537337103552], [-0.5781451608578544, 47.44529781271358], [-0.578129943188488, 47.44532214608712], [-0.5779495592696926, 47.44525714484356], [-0.5776292845072885, 47.445115441147955], [-0.5770984279900719, 47.44487023116384], [-0.5769139533936106, 47.444789777661335], [-0.576816034137543, 47.44474499963636], [-0.5766593962023497, 47.44466989594551], [-0.5763161996686635, 47.444505037717875], [-0.5760079139012888, 47.4443598967404], [-0.5758773856028251, 47.44430784446107], [-0.5758094557190511, 47.444276723374095], [-0.5757475462133912, 47.444244335180514], [-0.5757252470341319, 47.444230529152385], [-0.5756213690225832, 47.44416621529925], [-0.5754086989678284, 47.444031616633396], [-0.5750308536528241, 47.443783727802405], [-0.5749452558764937, 47.44371884705887], [-0.5746597736186632, 47.44347854075226], [-0.5743789303526542, 47.44324007106438], [-0.5739372953245893, 47.442888263790856], [-0.5737703963277462, 47.44277295472058], [-0.5733566218339485, 47.44249186703435], [-0.5727988107997097, 47.44209584023735], [-0.5723998612569341, 47.441808077387584], [-0.5723902387911926, 47.44180117181924], [-0.5723658625673992, 47.44178013598453], [-0.572339612918726, 47.44175492610709]]], ""type"": ""Polygon""}";47.45197374132444, -0.5753907367958743
207;ECOLE PRIMAIRE JULES VERNE;02;1467;763;704;704;50;12;642;420;222;"{""coordinates"": [[[-0.5660978634561518, 47.44499261049142], [-0.562888870549363, 47.44644372091781], [-0.5618728685318511, 47.44745429712363], [-0.5633569008625245, 47.44817276686558], [-0.5665771491914121, 47.449759614293534], [-0.5675364939177301, 47.44881719907101], [-0.5684056255952186, 47.44922127439586], [-0.5692357384713805, 47.44774708368993], [-0.5697976973966412, 47.44651997426368], [-0.5660978634561518, 47.44499261049142]]], ""type"": ""Polygon""}";47.44729016559393, -0.566111216863136
208;ECOLE PRIMAIRE JULES VERNE;02;951;228;723;722;40;19;664;516;148;"{""coordinates"": [[[-0.5615647026592343, 47.437359122991516], [-0.5615309849050091, 47.437357012254935], [-0.5615242882163924, 47.437417457636634], [-0.5615179985929539, 47.437438451677835], [-0.5614939157065929, 47.43748898873509], [-0.5614145565817658, 47.43762956397607], [-0.5612996933830452, 47.43781067373054], [-0.56126074116558, 47.43786905316775], [-0.5611415765950318, 47.438009776204865], [-0.5607098110918858, 47.43846440073967], [-0.5602931959557682, 47.43889370410147], [-0.5601585848313426, 47.43903175103676], [-0.5601060551236104, 47.43909153938343], [-0.5600160938522116, 47.43921065017565], [-0.5598372782931798, 47.43946738614809], [-0.559515959989967, 47.43987915919427], [-0.5594106328386028, 47.4400205337345], [-0.5591013670333975, 47.440475604259404], [-0.5590833065098381, 47.44050317410967], [-0.5590343083898046, 47.440593917645245], [-0.5589204847696843, 47.44083631138915], [-0.5589039473660017, 47.4408866150111], [-0.5588519993318501, 47.44107199417434], [-0.5588333246613526, 47.441135960130005], [-0.5587671924771671, 47.44138102471654], [-0.5584830485939573, 47.44187052486261], [-0.5584044997758855, 47.44199963700238], [-0.5581183327114662, 47.44243526285545], [-0.5580959723473481, 47.44246602652675], [-0.5580635817046959, 47.44250754439813], [-0.5580237135008445, 47.442552354262716], [-0.5579909073867751, 47.44258767198465], [-0.5578928927830128, 47.4426342746099], [-0.5577188569704034, 47.4426635016363], [-0.5575524369637017, 47.442691503138285], [-0.5570647469543166, 47.442791717344946], [-0.557023565102588, 47.442840709274655], [-0.5570051536471448, 47.44286306707534], [-0.556712585010157, 47.44322514138666], [-0.5566983939389716, 47.44324115611997], [-0.5566780497648778, 47.443258441006684], [-0.556663443461583, 47.443268255604], [-0.5566383130265297, 47.443281456005494], [-0.5566159522024214, 47.44329042908748], [-0.5566115269456896, 47.44329371696216], [-0.5565860534910598, 47.44330179550426], [-0.556567913318434, 47.44330442556581], [-0.5565301819255457, 47.44331180137744], [-0.5564997235743919, 47.443314811072185], [-0.5564729374447637, 47.44332707199659], [-0.5564340988585535, 47.44331791409108], [-0.5563938754264615, 47.44331186029473], [-0.5563629959502648, 47.44330659902811], [-0.5564035209046735, 47.44345590104935], [-0.5565909020012247, 47.44376266334432], [-0.556636427083443, 47.444030216979385], [-0.5567491327124885, 47.44445660582907], [-0.5569553217741522, 47.4445645145105], [-0.5572136229311401, 47.4446042751405], [-0.557372273140653, 47.44443640779719], [-0.5575264293034453, 47.44435998179631], [-0.5575888097329615, 47.44437777802112], [-0.5577081532199627, 47.44433051822966], [-0.55860540042728, 47.44339945631732], [-0.5589316631790997, 47.44335616891149], [-0.559569857936495, 47.44326373035263], [-0.5606361047624264, 47.44323083565544], [-0.5616881241949299, 47.44330642144957], [-0.5626269218023288, 47.44352037731932], [-0.5620344984854485, 47.44602879595], [-0.562888870549363, 47.44644372091781], [-0.5660978634561518, 47.44499261049142], [-0.5697976973966412, 47.44651997426368], [-0.5701945711869868, 47.44527401677125], [-0.5713265795921442, 47.44260045413907], [-0.5723074996133088, 47.44177672027018], [-0.572339612918726, 47.44175492610709], [-0.5723331757919649, 47.44174999291879], [-0.572264604434462, 47.441685573722346], [-0.5718015743247983, 47.441423744228544], [-0.5717033211387077, 47.441373840015984], [-0.5716585162990397, 47.44134506233726], [-0.571610393301292, 47.44131233539806], [-0.5714084616764821, 47.44115551702141], [-0.5713650411085135, 47.441123634922555], [-0.571121302959276, 47.44098062599759], [-0.571066193519708, 47.44095847003935], [-0.5704771974937908, 47.44073574073068], [-0.5703578344567338, 47.44068964014254], [-0.5701596041848526, 47.440609512087775], [-0.5695539076266363, 47.44031985263494], [-0.5693988159070507, 47.440243701407105], [-0.5690134102054971, 47.439997018641115], [-0.5681262894587444, 47.43941387144046], [-0.5677144503350413, 47.43913900814975], [-0.5669028777029871, 47.43854208085123], [-0.5666150446585474, 47.4383349647889], [-0.5663371908379106, 47.438140055617616], [-0.5662268275776385, 47.43806972138506], [-0.5661168082025811, 47.43800252793442], [-0.5658068599892797, 47.43785534184896], [-0.5651745609646759, 47.43755603800086], [-0.5651546316008152, 47.43757745372699], [-0.5649296697159573, 47.43780663061282], [-0.5645096919095728, 47.43823074184228], [-0.5643148188130509, 47.438406042533025], [-0.5640924651128274, 47.4386029916031], [-0.5640928811558005, 47.43860919171686], [-0.5640734950434629, 47.43859520355869], [-0.5638096424550926, 47.438426868979406], [-0.5637820969692549, 47.43844951013898], [-0.5635190696792046, 47.43826971399498], [-0.563453296603009, 47.43822501299243], [-0.5632849761740105, 47.43808794326421], [-0.5632612261555253, 47.43807616073168], [-0.5632639949782753, 47.438071933251514], [-0.5632354769585443, 47.438058317011965], [-0.5632498634253674, 47.438043285784374], [-0.5631482910660188, 47.437943683439705], [-0.5629098520094692, 47.43781183994497], [-0.5626676905920953, 47.43771549778842], [-0.5626582750525306, 47.43771164653232], [-0.5626473365437644, 47.43770883277116], [-0.562492270172414, 47.43765653333469], [-0.5623169224598468, 47.43759864689545], [-0.562051015075519, 47.43751231103916], [-0.5620401489520908, 47.437510575502586], [-0.5620323227571165, 47.43750667513286], [-0.5620229134596583, 47.43750489462094], [-0.5620298295948639, 47.43749324566615], [-0.5618146715654152, 47.43741164559609], [-0.5617084779208321, 47.43737962685534], [-0.5616944934504515, 47.43737690703094], [-0.5615647026592343, 47.437359122991516]]], ""type"": ""Polygon""}";47.44200413032724, -0.5648391184899408
209;ECOLE CLAUDE MONET;02;1079;377;702;702;66;14;622;420;202;"{""coordinates"": [[[-0.551718461363471, 47.44444334790327], [-0.5520997236907185, 47.44641290043127], [-0.5530434961365429, 47.44635782542487], [-0.5529811968238065, 47.4449008799204], [-0.5537229866178057, 47.44484472356223], [-0.554320313579666, 47.444851269267616], [-0.5545666472598924, 47.44494029735639], [-0.5548680945303771, 47.445053559395824], [-0.5551817802863831, 47.44511962164738], [-0.555520669532765, 47.44508432926358], [-0.557000439482723, 47.444849728884094], [-0.5570401814661784, 47.444894155415994], [-0.5572637696812238, 47.445146855780905], [-0.5575471718169441, 47.445355211832926], [-0.5595645097498131, 47.446336597549646], [-0.5618728685318511, 47.44745429712363], [-0.562888870549363, 47.44644372091781], [-0.5620344984854485, 47.44602879595], [-0.5626269218023288, 47.44352037731932], [-0.5616881241949299, 47.44330642144957], [-0.5606361047624264, 47.44323083565544], [-0.559569857936495, 47.44326373035263], [-0.5589316631790997, 47.44335616891149], [-0.55860540042728, 47.44339945631732], [-0.5577081532199627, 47.44433051822966], [-0.5575888097329615, 47.44437777802112], [-0.5575264293034453, 47.44435998179631], [-0.557372273140653, 47.44443640779719], [-0.5572136229311401, 47.4446042751405], [-0.5569553217741522, 47.4445645145105], [-0.5567491327124885, 47.44445660582907], [-0.556636427083443, 47.444030216979385], [-0.5565909020012247, 47.44376266334432], [-0.5564035209046735, 47.44345590104935], [-0.5563629959502648, 47.44330659902811], [-0.5558369499065128, 47.44395409696232], [-0.5554949448822007, 47.44385352253814], [-0.5553368933463111, 47.4438023857392], [-0.5553011672364502, 47.44379412202223], [-0.5550254903219168, 47.44374651862021], [-0.5549914920941499, 47.44374027255378], [-0.5547580556051315, 47.4437070346172], [-0.5547040509198367, 47.44369933377675], [-0.554700872010312, 47.44369943169923], [-0.5544475541870852, 47.44368643479025], [-0.5542833415286802, 47.443680057309926], [-0.5542326718851419, 47.44367855649368], [-0.5540811983144187, 47.44368007025803], [-0.5537737557058396, 47.44372897711155], [-0.5536278238026605, 47.44376570623088], [-0.5533029429792143, 47.44382973564501], [-0.5522996130601169, 47.444023601755184], [-0.5520110046229212, 47.44408029795323], [-0.5519640604839812, 47.4440868752984], [-0.5519580396365047, 47.44408814112487], [-0.5519092353376375, 47.44409270473253], [-0.5518025538649721, 47.44409913974235], [-0.5518036628880177, 47.44413755361496], [-0.5517381753508532, 47.44418837205015], [-0.551701909343522, 47.44435660648126], [-0.551718461363471, 47.44444334790327]]], ""type"": ""Polygon""}";47.44488893859587, -0.5582472444375446
210;ECOLE CLAUDE MONET;02;1053;376;677;677;53;21;603;416;187;"{""coordinates"": [[[-0.5527625823284954, 47.45057927345186], [-0.5542990935799231, 47.45043435924609], [-0.5569320902865559, 47.450159021322634], [-0.5585647032588996, 47.45010149030748], [-0.5596991700343266, 47.44923469315416], [-0.5592195961124536, 47.44900132717602], [-0.5588244287737176, 47.44917964162566], [-0.556345104219953, 47.44797683747865], [-0.558391597648906, 47.44756376064543], [-0.5595645097498131, 47.446336597549646], [-0.5575471718169441, 47.445355211832926], [-0.5572637696812238, 47.445146855780905], [-0.5570401814661784, 47.444894155415994], [-0.557000439482723, 47.444849728884094], [-0.555520669532765, 47.44508432926358], [-0.5551817802863831, 47.44511962164738], [-0.5548680945303771, 47.445053559395824], [-0.5545666472598924, 47.44494029735639], [-0.554320313579666, 47.444851269267616], [-0.5537229866178057, 47.44484472356223], [-0.5529811968238065, 47.4449008799204], [-0.5530434961365429, 47.44635782542487], [-0.5520997236907185, 47.44641290043127], [-0.5527625823284954, 47.45057927345186]]], ""type"": ""Polygon""}";47.44769638662731, -0.5554737650643102
211;ECOLE DES GRANDES MAULEVRIES;02;1093;356;737;737;31;22;684;515;169;"{""coordinates"": [[[-0.553992206440722, 47.45703344459538], [-0.5527625823284954, 47.45057927345186], [-0.5494704592735701, 47.450955735378706], [-0.5490416977721863, 47.452534837915586], [-0.5473044540942612, 47.452265264535676], [-0.5450781625066922, 47.45244270744191], [-0.5451366637287673, 47.45263098834314], [-0.5454550041322324, 47.453249430093294], [-0.5460537819789878, 47.45370969650438], [-0.5483862808325533, 47.4548685217955], [-0.5503122596587655, 47.45560265456552], [-0.5508696836669638, 47.4557869310809], [-0.551440066365222, 47.456006102691354], [-0.5526106241901962, 47.456452975295825], [-0.5534747796428033, 47.45680644184676], [-0.5539225409336612, 47.45697643201911], [-0.553992206440722, 47.45703344459538]]], ""type"": ""Polygon""}";47.453525975149404, -0.550443676424884
