Bureau;Libellés;Inscrits;NB_Votants;POURCENTAGE_Votants;NB_Enveloppes;POURCENTAGE_Enveloppes;NB_Nuls;POURCENTAGE_Nuls;NB_Blancs;POURCENTAGE_Blancs;NB_Exprimés;POURCENTAGE_Exprimés;NB_Procurations;NB_VOIX_Emmanuel_MACRON;POURCENTAGE_VOIX_Emmanuel_MACRON;NB_VOIX_Marine_LE_PEN;POURCENTAGE_VOIX_Marine_LE_PEN;Geo Shape;geo_point_2d
509;ECOLE VOLTAIRE;958;678;70.8;678;70.8;12;1.8;65;9.6;601;88.6;43;450;74.9;151;25.1;"{""coordinates"": [[[-0.5227176895405545, 47.482875649239446], [-0.5232429801670784, 47.48301332247428], [-0.5246593819750315, 47.48339887120106], [-0.526742687221658, 47.48330618724513], [-0.5279246839762981, 47.48332203831386], [-0.5287009579633308, 47.4835464717083], [-0.5332613772883518, 47.485577273873915], [-0.5348043663918673, 47.48346786932473], [-0.5319496214088456, 47.48308376188937], [-0.5312406061556898, 47.48285621302129], [-0.5307813357554917, 47.48267504867385], [-0.5307050076449087, 47.482633802909966], [-0.530870502698681, 47.48247405445032], [-0.5316261130241008, 47.48185902650437], [-0.5321588336878799, 47.48150940565491], [-0.532152625993798, 47.48141613391418], [-0.5317191075005355, 47.481346375766755], [-0.5301709698800949, 47.48086931806326], [-0.5299913555035172, 47.48079278215215], [-0.5277435694108225, 47.48008991796611], [-0.5266905581686068, 47.47977947952465], [-0.5222686419444416, 47.48211158424512], [-0.5219625699388754, 47.48227579691774], [-0.5220447992405244, 47.482685390166175], [-0.5222593221517695, 47.4827556512483], [-0.5227176895405545, 47.482875649239446]]], ""type"": ""Polygon""}";47.482450001205294, -0.5283949581944217
512;ECOLE MATERNELLE PAUL VALERY;1060;651;61.4;651;61.4;21;3.2;36;5.5;594;91.2;26;442;74.4;152;25.6;"{""coordinates"": [[[-0.5332954508929991, 47.48562818454259], [-0.5332613772883518, 47.485577273873915], [-0.532218418846647, 47.487305889303485], [-0.5309767861435671, 47.48738536401858], [-0.5310741501219335, 47.487766587383895], [-0.5310552467067928, 47.487943643408805], [-0.530848984298633, 47.48815974201779], [-0.5304433743072553, 47.488370498794296], [-0.5301088295142454, 47.4884554574004], [-0.5300932000269624, 47.488565963706286], [-0.5300958635902546, 47.488881561725144], [-0.529738124547539, 47.489306857921136], [-0.5294695179779642, 47.4894386008435], [-0.5287644975579527, 47.48945600092155], [-0.528753336518515, 47.48926419723483], [-0.5286810190205925, 47.48921346332165], [-0.5268993653187486, 47.48932919844262], [-0.527052763381764, 47.490737685292245], [-0.5296171065942991, 47.491218047239094], [-0.5284347977812391, 47.49327582918756], [-0.5267807911628548, 47.49542795236903], [-0.5267269022182203, 47.49553863536226], [-0.5266958391722896, 47.49560297146724], [-0.5266879987629407, 47.495622929464446], [-0.5266632246220329, 47.49571192442436], [-0.526644398959052, 47.49582045639252], [-0.5266400130289289, 47.49586840120552], [-0.5266265627060402, 47.49605780449224], [-0.5266216129987202, 47.49612125328363], [-0.5266169777627164, 47.49628337562033], [-0.5266218060431251, 47.4963320295527], [-0.5266122873911127, 47.49639669829609], [-0.5266803267837252, 47.49642892608453], [-0.527235724804055, 47.49667155212093], [-0.5280247672755968, 47.496993207811414], [-0.5284774908976649, 47.497188091655346], [-0.5288457673969633, 47.49733576172154], [-0.5297121517358154, 47.49771528018527], [-0.5301282322801442, 47.49788840749369], [-0.5301932918780884, 47.49792171481583], [-0.530418901537078, 47.498019716138664], [-0.5330764898361101, 47.49948147532524], [-0.5336557089958751, 47.499733698168946], [-0.5375466383456379, 47.49574362032932], [-0.5380481261248613, 47.49547596945342], [-0.5389886490684682, 47.4948510933504], [-0.5401350099680011, 47.49391466445581], [-0.5404910821873453, 47.493648307101886], [-0.5414798754051336, 47.492831944016146], [-0.5424879650041528, 47.49205234624634], [-0.5427341827758316, 47.491862102801605], [-0.5439957794754239, 47.490886710219996], [-0.5458851304764384, 47.48914973729503], [-0.5459258712825663, 47.489071591867535], [-0.5455945464094486, 47.48885855281791], [-0.5392230685568322, 47.486973048925606], [-0.5375712641623231, 47.48648476441524], [-0.5351382687856848, 47.48615741248949], [-0.5332954508929991, 47.48562818454259]]], ""type"": ""Polygon""}";47.49205876414933, -0.5350150355429407
101;HOTEL DE VILLE;1113;820;73.7;820;73.7;17;2.1;62;7.6;741;90.4;89;667;90.0;74;10.0;"{""coordinates"": [[[-0.5556190061427851, 47.475192260187384], [-0.5551070281326523, 47.47475067505399], [-0.5548716515728638, 47.47466579950148], [-0.5546735619485808, 47.47441307915173], [-0.5546560901569225, 47.47436090495518], [-0.5530208874426487, 47.474755444624954], [-0.5502041903260447, 47.473128777756], [-0.5501259292094296, 47.47308443643607], [-0.5502185822905609, 47.47304404130637], [-0.5501395041194796, 47.47297747502325], [-0.5500371722693469, 47.473034147298755], [-0.5495184446461691, 47.47333984762096], [-0.5492509356043831, 47.473553634976255], [-0.5490853529178209, 47.473638204051085], [-0.5491259427209473, 47.473714453971866], [-0.5485629185617245, 47.47395719743554], [-0.548912201068723, 47.47427226207023], [-0.5487773299063614, 47.47433562830086], [-0.5482461710040836, 47.47402645590754], [-0.5475767775171698, 47.47374960329429], [-0.5468611879720897, 47.4744457496929], [-0.5487493901477836, 47.47528244392504], [-0.5539111710519173, 47.47755345454325], [-0.5540220683397089, 47.477426504689994], [-0.5541692505852035, 47.47722262306758], [-0.5542619166670961, 47.47709515357985], [-0.5545071003253622, 47.47675427330526], [-0.5546046921342124, 47.47663493565438], [-0.5547456348689417, 47.47642917423216], [-0.554863030900919, 47.47626051423547], [-0.5549773763197163, 47.476115718943994], [-0.5551296066378627, 47.475896103202544], [-0.5552638274290712, 47.47570504461024], [-0.5553965231723615, 47.475513042322305], [-0.5556190061427851, 47.475192260187384]]], ""type"": ""Polygon""}";47.47520208795318, -0.5516519811054202
105;ECOLE PRIMAIRE DE LA BLANCHERAIE;1343;1048;78.0;1048;78.0;15;1.4;85;8.1;948;90.5;113;832;87.8;116;12.2;"{""coordinates"": [[[-0.5595663443576817, 47.4637649422548], [-0.5584241872061104, 47.46408783809019], [-0.5587552100442608, 47.46494575837289], [-0.5586902461437814, 47.46508151015727], [-0.5587647805824367, 47.46527661779681], [-0.5589464115350951, 47.46544128795596], [-0.5592786387042853, 47.46630228161413], [-0.5589525291986709, 47.46813055105859], [-0.5586362472556359, 47.46862211430335], [-0.5624415389805375, 47.470124705872], [-0.5625773752120633, 47.47016409484477], [-0.5627847696627348, 47.47024080396296], [-0.5645401624164118, 47.469265581467944], [-0.5645726744912387, 47.469134736935395], [-0.5662469104262324, 47.467830095979906], [-0.5656581778598829, 47.46735379533115], [-0.5661754475468701, 47.46490732726914], [-0.5666890487394498, 47.462208612141595], [-0.56649703906333, 47.462053894375785], [-0.5643613192234193, 47.46317478936087], [-0.5638436827092137, 47.46345205631634], [-0.5632597075453506, 47.46288267088712], [-0.5618455660717909, 47.463342667039655], [-0.560001864241237, 47.46363832968961], [-0.5595663443576817, 47.4637649422548]]], ""type"": ""Polygon""}";47.46622233896364, -0.5626240471538924
108;LYCEE DAVID D'ANGERS;930;779;83.8;779;83.8;12;1.5;72;9.2;695;89.2;107;604;86.9;91;13.1;"{""coordinates"": [[[-0.5440864247552892, 47.46969031434315], [-0.5445580903181153, 47.46946640480842], [-0.5447068163332848, 47.46921782738482], [-0.5415712341363603, 47.46814901374747], [-0.5423836402358384, 47.46708258549172], [-0.5435501184623905, 47.46615898303879], [-0.5425034763044259, 47.465549381010405], [-0.5391412506093908, 47.4658550041105], [-0.5362991324967544, 47.46608535112588], [-0.536040187319192, 47.466274590386014], [-0.535995364047934, 47.46634755462931], [-0.536430457212933, 47.46647741047831], [-0.5366859643825486, 47.46717426668813], [-0.5440864247552892, 47.46969031434315]]], ""type"": ""Polygon""}";47.4671411745298, -0.5403664819803867
110;ECOLE CONDORCET;1202;916;76.2;916;76.2;28;3.1;87;9.5;801;87.4;97;689;86.0;112;14.0;"{""coordinates"": [[[-0.5584783014769766, 47.460028066574814], [-0.5521114704349304, 47.460594861996], [-0.5524583130791354, 47.462532066430725], [-0.5528388815809123, 47.46462608530938], [-0.5584241872061104, 47.46408783809019], [-0.5595663443576817, 47.4637649422548], [-0.5589911470208374, 47.46216206616347], [-0.5589223440721699, 47.46204002658295], [-0.5585193177382659, 47.46052610162397], [-0.5584783014769766, 47.460028066574814]]], ""type"": ""Polygon""}";47.46232783987065, -0.5557076633249836
112;ECOLE CONDORCET;1168;919;78.7;919;78.7;26;2.8;63;6.9;830;90.3;87;742;89.4;88;10.6;"{""coordinates"": [[[-0.5517531650058316, 47.45858102851703], [-0.5521114704349304, 47.460594861996], [-0.5584783014769766, 47.460028066574814], [-0.5584887437519989, 47.45965793466009], [-0.5585121227987817, 47.459116338312], [-0.5586090569265064, 47.458848905345214], [-0.5539779190766534, 47.457068854079665], [-0.5539922064407201, 47.45703344459541], [-0.5539225409336485, 47.45697643201916], [-0.5534747796428275, 47.456806441846815], [-0.5526149938514817, 47.45647463093724], [-0.5530140297436467, 47.45847784560113], [-0.5517531650058316, 47.45858102851703]]], ""type"": ""Polygon""}";47.458966779115535, -0.5548491655897032
119;ECOLE PRIMAIRE ALFRED CLEMENT;1180;899;76.2;899;76.2;26;2.9;62;6.9;811;90.2;102;738;91.0;73;9.0;"{""coordinates"": [[[-0.5348167539588939, 47.46263347687467], [-0.5353713148348541, 47.46282078925741], [-0.5361363758573718, 47.4629980659456], [-0.5348013989595954, 47.464255895927046], [-0.5341140708830115, 47.46461337619827], [-0.5364925497497695, 47.46551393800811], [-0.5366601524369149, 47.46554389710825], [-0.5373697006296161, 47.464823136282206], [-0.5383941996780472, 47.4637450145392], [-0.5372640467108274, 47.4633072043414], [-0.5393897044829707, 47.461864154993535], [-0.5404036024530048, 47.462557804701625], [-0.541485087637017, 47.461829964661746], [-0.5402537099371023, 47.46131947472161], [-0.5418463007265562, 47.459532376776146], [-0.5412756670147222, 47.459126240263224], [-0.5403883462469341, 47.4583788341364], [-0.5401683033480259, 47.45820279928816], [-0.5399488077761887, 47.45803296011079], [-0.5395202254053146, 47.45754503282726], [-0.537727365138848, 47.45897644334574], [-0.5366414804670729, 47.458627584039725], [-0.5366262728464672, 47.4588357744905], [-0.5361439013969356, 47.459503451805936], [-0.5371532455539417, 47.460144159420196], [-0.5362636652150915, 47.46100563519642], [-0.5357488882313505, 47.46124825157086], [-0.5355068338792451, 47.461550348152464], [-0.5348167539588939, 47.46263347687467]]], ""type"": ""Polygon""}";47.461393922104996, -0.5380329445052815
123;ECOLE MATERNELLE LAREVELLIERE;1131;830;73.4;830;73.4;22;2.7;75;9.0;733;88.3;43;597;81.4;136;18.6;"{""coordinates"": [[[-0.5366859643825486, 47.46717426668813], [-0.536430457212933, 47.46647741047831], [-0.535995364047934, 47.46634755462931], [-0.536040187319192, 47.466274590386014], [-0.5362991324967544, 47.46608535112588], [-0.5343462575340937, 47.46635386721192], [-0.533090831287885, 47.466747413808875], [-0.5310260354041024, 47.46733813067787], [-0.5299711806162616, 47.46780123123321], [-0.5298019741739055, 47.4679085103731], [-0.5314430363379947, 47.468603121996274], [-0.5320025393110115, 47.46889486363797], [-0.5384531244986543, 47.47149788326207], [-0.5381861692151053, 47.47114671179401], [-0.5373351244017004, 47.47039402669056], [-0.5373425838719345, 47.47016122308141], [-0.5386813972499251, 47.46853793140278], [-0.5356364889991004, 47.46749398400708], [-0.5366859643825486, 47.46717426668813]]], ""type"": ""Polygon""}";47.46840886381654, -0.5347651630274123
203;ECOLE CHARLES BENIER;1053;792;75.2;792;75.2;23;2.9;72;9.1;697;88.0;46;563;80.8;134;19.2;"{""coordinates"": [[[-0.5542043799431653, 47.45702385020006], [-0.5565025325796218, 47.45487624273859], [-0.556590895510204, 47.454795587639], [-0.5568223585519716, 47.45441671712348], [-0.557869914367239, 47.45345356562387], [-0.558920786577717, 47.45239643809719], [-0.560448104607106, 47.45075291223215], [-0.5597355311365779, 47.45053091095982], [-0.5599243760852928, 47.45033316346696], [-0.560361430216849, 47.450532264616164], [-0.5601180294979099, 47.450056441432906], [-0.5605778573407203, 47.44968387366271], [-0.5596991700343241, 47.44923469315415], [-0.5585647032588523, 47.450101490307546], [-0.5569320902865909, 47.45015902132264], [-0.5542990935799299, 47.4504343592461], [-0.5527625823284466, 47.45057927345185], [-0.5539922064407201, 47.45703344459541], [-0.5542043799431653, 47.45702385020006]]], ""type"": ""Polygon""}";47.45252481819115, -0.5560699086061669
207;ECOLE PRIMAIRE JULES VERNE;1450;870;60.0;870;60.0;19;2.2;58;6.7;793;91.1;29;599;75.5;194;24.5;"{""coordinates"": [[[-0.5660978634561494, 47.44499261049143], [-0.562888870549344, 47.446443720917834], [-0.5618728685318503, 47.44745429712367], [-0.5633569008625484, 47.44817276686563], [-0.5665771491914391, 47.44975961429361], [-0.5675364939177443, 47.44881719907102], [-0.5684056255952293, 47.44922127439589], [-0.5692357384713905, 47.447747083689926], [-0.5697976973966131, 47.44651997426372], [-0.5660978634561494, 47.44499261049143]]], ""type"": ""Polygon""}";47.44729016559396, -0.5661112168631192
208;ECOLE PRIMAIRE JULES VERNE;949;757;79.8;757;79.8;35;4.6;61;8.1;661;87.3;52;546;82.6;115;17.4;"{""coordinates"": [[[-0.5615647026592208, 47.43735912299156], [-0.5615309849049797, 47.437357012254964], [-0.5615242882164305, 47.4374174576367], [-0.5615179985929148, 47.43743845167788], [-0.5614939157065516, 47.437488988735105], [-0.561414556581755, 47.43762956397608], [-0.56129969338303, 47.43781067373058], [-0.5612607411656099, 47.437869053167766], [-0.5611415765949938, 47.43800977620487], [-0.5607098110918718, 47.4384644007397], [-0.5602931959557245, 47.43889370410151], [-0.5601585848313517, 47.43903175103681], [-0.5601060551236461, 47.439091539383476], [-0.5600160938522105, 47.43921065017569], [-0.5598372782931346, 47.439467386148124], [-0.5595159599899364, 47.439879159194334], [-0.5594106328385902, 47.44002053373456], [-0.5591013670333642, 47.44047560425942], [-0.5590833065098051, 47.440503174109686], [-0.55903430838979, 47.440593917645245], [-0.5589204847697109, 47.4408363113892], [-0.5589039473660289, 47.44088661501114], [-0.5588519993318585, 47.44107199417438], [-0.5588333246613049, 47.44113596013004], [-0.5587671924771329, 47.44138102471656], [-0.5584830485939858, 47.44187052486265], [-0.5584044997759113, 47.4419996370024], [-0.5581183327114224, 47.4424352628555], [-0.5580959723473572, 47.44246602652678], [-0.5580635817047234, 47.44250754439818], [-0.5580237135008163, 47.44255235426278], [-0.557990907386764, 47.4425876719847], [-0.5578928927830396, 47.44263427460993], [-0.5577188569703581, 47.4426635016363], [-0.5575524369636607, 47.44269150313834], [-0.5570647469542742, 47.44279171734496], [-0.5570235651026263, 47.44284070927469], [-0.5570051536471841, 47.4428630670754], [-0.5567125850101322, 47.44322514138671], [-0.5566983939389668, 47.44324115611997], [-0.5566780497649068, 47.44325844100672], [-0.556663443461535, 47.44326825560401], [-0.5566383130265697, 47.44328145600552], [-0.5566159522024052, 47.443290429087504], [-0.5566115269456517, 47.4432937169622], [-0.5565860534910125, 47.443301795504254], [-0.5565679133184479, 47.443304425565834], [-0.5565301819255271, 47.443311801377476], [-0.5564997235744356, 47.443314811072206], [-0.5564729374447358, 47.443327071996656], [-0.5564340988585894, 47.44331791409112], [-0.5563938754264977, 47.443311860294784], [-0.5563629959502382, 47.44330659902815], [-0.5564035209047079, 47.44345590104937], [-0.5565909020012626, 47.443762663344344], [-0.5566364270834571, 47.444030216979435], [-0.5567491327124491, 47.44445660582907], [-0.5569553217741414, 47.44456451451055], [-0.557372273140676, 47.444436407797205], [-0.5575264293034675, 47.444359981796296], [-0.558605400427311, 47.443399456317366], [-0.5589316631790888, 47.44335616891152], [-0.5595698579364464, 47.44326373035265], [-0.5606361047623779, 47.44323083565545], [-0.5616881241949147, 47.4433064214496], [-0.5626269218022966, 47.44352037731933], [-0.5620344984854843, 47.44602879595002], [-0.562888870549344, 47.446443720917834], [-0.5660978634561494, 47.44499261049143], [-0.5697976973966131, 47.44651997426372], [-0.5701945711869698, 47.44527401677128], [-0.5713265795921036, 47.442600454139125], [-0.5723074996133439, 47.44177672027018], [-0.5723396129186787, 47.441754926107116], [-0.5723331757920035, 47.44174999291881], [-0.5722646044344509, 47.44168557372239], [-0.5718015743247573, 47.441423744228594], [-0.571703321138687, 47.441373840016], [-0.5716585162990627, 47.44134506233732], [-0.5716103933013035, 47.44131233539808], [-0.5714084616764689, 47.44115551702144], [-0.5713650411085087, 47.44112363492257], [-0.5711213029592621, 47.44098062599761], [-0.5710661935197072, 47.44095847003939], [-0.5704771974937897, 47.440735740730716], [-0.5703578344567605, 47.44068964014255], [-0.5701596041848644, 47.44060951208779], [-0.5695539076266233, 47.44031985263498], [-0.5693988159070761, 47.44024370140712], [-0.5690134102055364, 47.43999701864115], [-0.5681262894587746, 47.439413871440486], [-0.5677144503350652, 47.439139008149766], [-0.5669028777029749, 47.438542080851285], [-0.5666150446585275, 47.438334964788915], [-0.5663371908379499, 47.438140055617666], [-0.5662268275776652, 47.438069721385105], [-0.5661168082025673, 47.43800252793445], [-0.5658068599892748, 47.437855341849], [-0.5651745609646341, 47.4375560380009], [-0.5651546316007826, 47.437577453726995], [-0.5649296697159301, 47.43780663061285], [-0.5645096919095585, 47.43823074184232], [-0.5643148188130337, 47.438406042533046], [-0.5640924651128103, 47.438602991603126], [-0.5640928811557838, 47.438609191716886], [-0.5640734950434364, 47.43859520355874], [-0.5638096424550518, 47.43842686897943], [-0.5637820969692436, 47.438449510139], [-0.5635190696792423, 47.43826971399498], [-0.563453296602993, 47.43822501299248], [-0.5632849761739661, 47.43808794326423], [-0.5632612261555238, 47.43807616073172], [-0.5632639949782299, 47.43807193325152], [-0.563235476958524, 47.438058317011965], [-0.5632498634253985, 47.43804328578442], [-0.5631482910659723, 47.43794368343976], [-0.5629098520094593, 47.437811839945006], [-0.5626676905921129, 47.43771549778846], [-0.5626582750524827, 47.43771164653235], [-0.5626473365437824, 47.43770883277119], [-0.56249227017241, 47.4376565333347], [-0.562316922459817, 47.43759864689547], [-0.5620510150754716, 47.437512311039164], [-0.5620401489521074, 47.4375105755026], [-0.5620323227571301, 47.437506675132866], [-0.5620229134596328, 47.43750489462102], [-0.5620298295948154, 47.43749324566614], [-0.5618146715654057, 47.437411645596164], [-0.5617084779208734, 47.43737962685535], [-0.5616944934504067, 47.43737690703097], [-0.5615647026592208, 47.43735912299156]]], ""type"": ""Polygon""}";47.44200143954129, -0.5648479504455044
209;ECOLE CLAUDE MONET;1095;776;70.9;776;70.9;29;3.7;63;8.1;684;88.1;30;525;76.8;159;23.2;"{""coordinates"": [[[-0.5517184613634941, 47.44444334790328], [-0.5520997236907029, 47.446412900431326], [-0.5530434961365605, 47.44635782542492], [-0.552981196823807, 47.44490087992045], [-0.5537229866178282, 47.44484472356224], [-0.5543203135796753, 47.44485126926767], [-0.5545666472598902, 47.444940297356396], [-0.5548680945303858, 47.44505355939586], [-0.555181780286352, 47.4451196216474], [-0.5555206695327458, 47.4450843292636], [-0.5570004394827265, 47.44484972888416], [-0.557040181466222, 47.444894155416016], [-0.5572637696811766, 47.44514685578094], [-0.5575471718169557, 47.44535521183295], [-0.5595645097498385, 47.44633659754965], [-0.5618728685318503, 47.44745429712367], [-0.562888870549344, 47.446443720917834], [-0.5620344984854843, 47.44602879595002], [-0.5626269218022966, 47.44352037731933], [-0.5616881241949147, 47.4433064214496], [-0.5606361047623779, 47.44323083565545], [-0.5595698579364464, 47.44326373035265], [-0.5589316631790888, 47.44335616891152], [-0.558605400427311, 47.443399456317366], [-0.5575264293034675, 47.444359981796296], [-0.557372273140676, 47.444436407797205], [-0.5569553217741414, 47.44456451451055], [-0.5567491327124491, 47.44445660582907], [-0.5566364270834571, 47.444030216979435], [-0.5565909020012626, 47.443762663344344], [-0.5564035209047079, 47.44345590104937], [-0.5563629959502382, 47.44330659902815], [-0.5558369499065081, 47.44395409696233], [-0.5554949448822234, 47.44385352253816], [-0.555336893346353, 47.44380238573923], [-0.5553011672364133, 47.443794122022275], [-0.555025490321962, 47.443746518620245], [-0.5549914920941785, 47.44374027255379], [-0.5547580556051402, 47.44370703461721], [-0.5547040509198262, 47.44369933377679], [-0.5547008720102742, 47.44369943169925], [-0.5544475541871011, 47.44368643479027], [-0.5542833415286508, 47.44368005730998], [-0.5542326718851809, 47.443678556493715], [-0.5540811983144339, 47.44368007025808], [-0.5537737557058011, 47.4437289771116], [-0.5536278238026271, 47.4437657062309], [-0.5533029429792211, 47.44382973564502], [-0.5522996130601181, 47.44402360175523], [-0.5520110046229061, 47.44408029795324], [-0.5519640604839642, 47.444086875298446], [-0.5519580396364756, 47.44408814112492], [-0.5519092353376669, 47.44409270473256], [-0.5518025538649997, 47.4440991397424], [-0.5518036628880542, 47.44413755361502], [-0.551738175350821, 47.44418837205019], [-0.5517019093435122, 47.444356606481314], [-0.5517184613634941, 47.44444334790328]]], ""type"": ""Polygon""}";47.44488576426668, -0.5582450421651897
213;ECOLE DES GRANDES MAULEVRIES;655;509;77.7;509;77.7;11;2.2;49;9.6;449;88.2;37;362;80.6;87;19.4;"{""coordinates"": [[[-0.5411070982695209, 47.441219197149465], [-0.5409661560535043, 47.441217309319036], [-0.5409175577856415, 47.44122294251516], [-0.5405541862904844, 47.44125903376406], [-0.5403989047752805, 47.44127100140932], [-0.540265648369725, 47.44129282798959], [-0.5400464684082791, 47.4413337680279], [-0.5398366367647937, 47.441377572326054], [-0.539704481780578, 47.441415932112655], [-0.5396057593386967, 47.44145011477685], [-0.5395271797671565, 47.44148782141747], [-0.5394666027653584, 47.44152083389827], [-0.5392989874843556, 47.441624570557266], [-0.5391944425721076, 47.44170881446661], [-0.5390997250350485, 47.44180311164944], [-0.5389853383335186, 47.441946814493946], [-0.5387254069923411, 47.44225066240589], [-0.5386440605992294, 47.442292685180185], [-0.5386126238005021, 47.44230292347179], [-0.538537444069728, 47.442323957471224], [-0.5384618452107057, 47.44233870136499], [-0.537896790952531, 47.44244948968036], [-0.5377272429372734, 47.44247647771505], [-0.537687650741296, 47.44247985248988], [-0.5375595792607318, 47.44248792059597], [-0.5375095224883605, 47.4424935970204], [-0.5369298701371313, 47.44254666122506], [-0.536822013411576, 47.44255933131884], [-0.536431558394216, 47.44260344261437], [-0.536043670544846, 47.44264027059357], [-0.5358611755072695, 47.44265621731202], [-0.5353923577681855, 47.442695522813445], [-0.5351474980192039, 47.44271968192448], [-0.5351386338510495, 47.4427240953768], [-0.5351254226355413, 47.442729002163375], [-0.5357147777790964, 47.44411153930442], [-0.5362126460225534, 47.44515021808766], [-0.5364104390991216, 47.44546155275302], [-0.5367362102800882, 47.44597452946032], [-0.5376298237184576, 47.44742805007007], [-0.5382991737175334, 47.44842958971644], [-0.538942982691255, 47.44954545127163], [-0.5407859278593885, 47.4525630286864], [-0.5448306729042508, 47.451785801974886], [-0.5449006030313119, 47.45175556118532], [-0.5448714799202342, 47.45129544267073], [-0.5444734943520257, 47.45031081515803], [-0.544222666682338, 47.44905271300728], [-0.5468876468775762, 47.44843194128181], [-0.5463979630495671, 47.447630761065426], [-0.546761736386425, 47.44723438306395], [-0.5477354361707013, 47.44723560890148], [-0.5478264112587597, 47.447039672348154], [-0.5471997354907068, 47.4451970501398], [-0.5517184613634941, 47.44444334790328], [-0.5517019093435122, 47.444356606481314], [-0.551738175350821, 47.44418837205019], [-0.5518036628880542, 47.44413755361502], [-0.5518025538649997, 47.4440991397424], [-0.551776316098509, 47.444095805355886], [-0.5517363029351542, 47.44409289494103], [-0.55171594781547, 47.44408622801], [-0.5516611800159718, 47.4440671138812], [-0.5516420055061705, 47.444056268662266], [-0.5516306518974382, 47.44404527277952], [-0.5516262925275713, 47.444095200263064], [-0.5516133434355613, 47.444084163440365], [-0.5516019234712006, 47.44407416006085], [-0.5515952055611149, 47.44406500243084], [-0.5515896682479415, 47.44405166652638], [-0.5515858586141831, 47.44404034841938], [-0.5515838487670913, 47.44403212639673], [-0.5515828091975444, 47.44401658109717], [-0.5515835751657777, 47.44400620267478], [-0.551582673805373, 47.44399272409125], [-0.551604539942927, 47.443906871237566], [-0.5517289120182554, 47.443454453264906], [-0.5520694982298651, 47.44225397218329], [-0.5521802357504442, 47.44187364658451], [-0.5522161506405954, 47.441745851557535], [-0.5522408593822029, 47.44163505929432], [-0.552280365767073, 47.441424044654724], [-0.5523432043654198, 47.44112929272098], [-0.5523483954832255, 47.4411156265709], [-0.5522025352259331, 47.441107690935745], [-0.55155070479993, 47.44106544556028], [-0.5507246282216501, 47.44102540689301], [-0.5505120374048843, 47.44102780635535], [-0.5499614875679539, 47.44103538052129], [-0.5495176135347903, 47.44103453831851], [-0.5493907884228775, 47.441037358930046], [-0.5493174120410956, 47.44103961591021], [-0.5491530722624104, 47.44105304457569], [-0.548948092974549, 47.441077987696495], [-0.5488938893894117, 47.4410910900837], [-0.5487690810868389, 47.44112608305063], [-0.548701240838713, 47.441141675690965], [-0.5485424364647443, 47.44117042047901], [-0.5480939184962883, 47.441237157080344], [-0.5478895682653913, 47.44127153335618], [-0.5475781884009564, 47.44133089989266], [-0.5474712973821793, 47.44135597620158], [-0.5473608133653448, 47.44137494996325], [-0.5472608536202513, 47.441390538666674], [-0.547059961346421, 47.44140913983082], [-0.5468632850405993, 47.44141932719161], [-0.5465575860243305, 47.44142665212337], [-0.5459103211635882, 47.44142889541154], [-0.5451170582667357, 47.44144498486324], [-0.5450497018538759, 47.44144597366039], [-0.5443419351416028, 47.44141269945972], [-0.5434340440586237, 47.44136377629664], [-0.5433786638220967, 47.44135926398057], [-0.5425946164627882, 47.44126079012761], [-0.5421898529138036, 47.44122747451128], [-0.5416520439475256, 47.4412191306799], [-0.5411070982695209, 47.441219197149465]]], ""type"": ""Polygon""}";47.44552367280896, -0.5431893482226643
